Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2010-030276,7648853696,01/27/2010 04:48:00 AM,,01/27/2010 04:50:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,Q,Q2,QUEEN ANNE,3XX BLOCK OF HALLADAY ST,-122.351515373,47.64208426
2010-027051,7660952179,01/24/2010 04:08:00 AM,,01/24/2010 04:57:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,DOWNTOWN COMMERCIAL,14XX BLOCK OF WESTERN AVE,-122.340669905,47.60786035
2010-027069,7632107434,01/23/2010 08:00:00 PM,01/24/2010 04:45:00 AM,01/24/2010 04:47:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,BELLTOWN,2ND AVE / LENORA ST,-122.343052604,47.6125019
2010-027053,7696009288,01/24/2010 04:13:00 AM,,01/24/2010 04:13:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R1,NORTH BEACON HILL,VALENTINE PL S / S MASSACHUSETTS ST,-122.307312295,47.58841767
2010-027058,7691470780,01/24/2010 03:50:00 AM,01/24/2010 04:08:00 AM,01/24/2010 04:08:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S2,BRIGHTON/DUNLAP,42XX BLOCK OF S WEBSTER ST,-122.279839551,47.53521281
2010-024491,7685665074,01/21/2010 10:30:00 PM,01/22/2010 04:00:00 AM,01/22/2010 04:54:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,MORGAN,54XX BLOCK OF 46TH AVE SW,-122.391073422,47.55305691
2010-024493,7682392931,01/21/2010 03:00:00 PM,01/22/2010 04:30:00 AM,01/22/2010 04:50:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,90XX BLOCK OF 25TH AVE NW,-122.388624673,47.6946161
2010-023151,7687342005,01/21/2010 03:10:00 AM,,01/21/2010 04:50:00 AM,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,SW,F,F1,HIGH POINT,,0,0
2010-023170,7667878582,01/21/2010 04:08:00 AM,,01/21/2010 04:08:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,36XX BLOCK OF 14TH AVE W,-122.374904276,47.65308276
2010-021918,7656486509,01/20/2010 04:54:00 AM,01/20/2010 04:54:00 AM,01/20/2010 04:54:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,E,E,E2,CAPITOL HILL,12XX BLOCK OF 10TH AVE,-122.319401748,47.61255869
2010-021918,7656486510,01/20/2010 04:54:00 AM,01/20/2010 04:54:00 AM,01/20/2010 04:54:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,E,E,E2,CAPITOL HILL,12XX BLOCK OF 10TH AVE,-122.319401748,47.61255869
2010-021898,7675822113,01/20/2010 04:18:00 AM,,01/20/2010 04:18:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L2,NORTHGATE,3XX BLOCK OF NE 103RD ST,-122.324035996,47.7031477
2010-021886,7697077311,01/20/2010 04:04:00 AM,,01/20/2010 04:04:00 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,W,Q,Q3,SLU/CASCADE,6XX BLOCK OF DENNY WAY,-122.344327968,47.61855857
2010-021856,7669526381,01/20/2010 02:40:00 AM,,01/20/2010 04:01:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N1,BITTERLAKE,1XX BLOCK OF NW 112TH ST,-122.358598258,47.71054283
2010-020604,7680390234,01/19/2010 03:45:00 AM,,01/19/2010 04:59:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,FIRST HILL,12XX BLOCK OF TERRY AVE,-122.327881354,47.61065758
2010-016366,7688626578,01/11/2010 04:00:00 PM,01/15/2010 08:45:00 AM,01/19/2010 04:07:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M1,BELLTOWN,19XX BLOCK OF PIKE PL,-122.342821727,47.6100189
2010-019511,7635127060,01/18/2010 04:18:00 AM,,01/18/2010 04:18:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J1,BALLARD NORTH,19XX BLOCK OF NW 92ND ST,-122.381140964,47.69552911
2010-019509,7698589603,01/18/2010 02:00:00 AM,01/18/2010 04:14:00 AM,01/18/2010 04:14:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,K,K3,DOWNTOWN COMMERCIAL,3XX BLOCK OF 5TH AVE,-122.327684534,47.60199368
2010-018604,7625467567,01/17/2010 04:30:00 AM,,01/17/2010 04:32:00 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,N,N1,BITTERLAKE,144XX BLOCK OF GREENWOOD AVE N,-122.355570289,47.73366799
2010-018603,7675506652,01/17/2010 04:00:00 AM,01/17/2010 04:26:00 AM,01/17/2010 04:26:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E1,CAPITOL HILL,2XX BLOCK OF BROADWAY E,-122.320882286,47.6204918
2010-017525,7665370832,01/16/2010 04:31:00 AM,,01/16/2010 04:31:00 AM,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,S,R,R3,GENESEE,,0,0
2010-017494,7659501282,01/15/2010 11:00:00 PM,01/16/2010 03:00:00 AM,01/16/2010 04:22:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,15XX BLOCK OF N 115TH ST,-122.33809037,47.7123018
2010-017504,7669014549,01/16/2010 04:00:00 AM,01/16/2010 04:13:00 AM,01/16/2010 04:13:00 AM,A,PROPERTY,ROBBERY,Robbery,120,S,S,S2,BRIGHTON/DUNLAP,66XX BLOCK OF MARTIN LUTHER KING JR WAY S,-122.283891922,47.54282318
2010-014848,7649761140,01/14/2010 01:26:00 AM,,01/14/2010 04:50:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,S,R,R2,CLAREMONT/RAINIER VISTA,40XX BLOCK OF MARTIN LUTHER KING JR WAY S,-122.296806448,47.56720509
2010-014945,7647123810,01/14/2010 04:08:00 AM,,01/14/2010 04:09:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E1,CAPITOL HILL,5XX BLOCK OF BELMONT AVE E,-122.324034002,47.62371704
2010-013571,7653539113,01/12/2010 11:46:00 PM,01/12/2010 11:52:00 PM,01/13/2010 04:36:00 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,S,S,S3,RAINIER VIEW,96XX BLOCK OF RENTON AVE S,-122.268488409,47.51610948
2010-012488,7668405877,01/12/2010 03:40:00 AM,,01/12/2010 04:12:00 AM,A,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction,100,W,Q,Q2,QUEEN ANNE,,0,0
2010-011363,7644463039,01/11/2010 02:55:00 AM,,01/11/2010 04:48:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N1,BITTERLAKE,6XX BLOCK OF N 105TH ST,-122.351114106,47.70506866
2010-011327,7683356248,01/11/2010 01:36:00 AM,,01/11/2010 04:11:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W1,NORTH ADMIRAL,30XX BLOCK OF SW SPOKANE ST,-122.372795254,47.57188995
2010-011384,7698883695,01/10/2010 08:00:00 PM,01/11/2010 03:50:00 AM,01/11/2010 04:00:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U3,SANDPOINT,58XX BLOCK OF 45TH AVE NE,-122.279489,47.67167169
2010-010443,7637443067,01/10/2010 04:57:00 AM,01/10/2010 04:57:00 AM,01/10/2010 04:57:00 AM,A,PROPERTY,ARSON,Arson,200,W,Q,Q3,QUEEN ANNE,9XX BLOCK OF 1ST AVE W,-122.357993925,47.62745991
2010-010491,7681524807,01/10/2010 04:45:00 AM,01/10/2010 04:45:00 AM,01/10/2010 04:45:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,D,D2,SLU/CASCADE,23XX BLOCK OF 4TH AVE,-122.344584902,47.61575309
2010-010479,7649584819,01/10/2010 04:00:00 AM,01/10/2010 04:10:00 AM,01/10/2010 04:10:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,S,S,S3,RAINIER BEACH,93XX BLOCK OF 53RD AVE S,-122.26627037,47.51793143
2010-007923,7698446428,01/08/2010 01:50:00 AM,,01/10/2010 04:09:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,4XX BLOCK OF 5TH AVE N,-122.347587201,47.62265883
2010-010456,7697651242,01/10/2010 04:00:00 AM,01/10/2010 04:00:00 AM,01/10/2010 04:06:00 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,O,O2,SODO,32XX BLOCK OF 4TH AVE S,-122.329058908,47.5749789
2010-009305,7687633560,01/09/2010 02:00:00 AM,01/09/2010 02:30:00 AM,01/09/2010 04:33:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,UNIVERSITY,46XX BLOCK OF 21ST AVE NE,-122.305467506,47.66216538
2010-009278,7674046756,01/09/2010 03:30:00 AM,,01/09/2010 04:29:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,12XX BLOCK OF N 48TH ST,-122.343476381,47.66357831
2010-008016,7644590006,01/08/2010 04:30:00 AM,01/08/2010 04:45:00 AM,01/08/2010 04:45:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,FIRST HILL,7XX BLOCK OF 12TH AVE,-122.316779948,47.60864269
2010-008005,7678000422,01/08/2010 04:42:00 AM,,01/08/2010 04:42:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,BALLARD NORTH,73XX BLOCK OF 26TH AVE NW,-122.38976597,47.68221304
2010-005658,7686444808,01/06/2010 04:47:00 AM,,01/06/2010 04:47:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug Equipment Violations,35B,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,4XX BLOCK OF MAYNARD AVE S,-122.325056926,47.59877133
2010-003437,7631625589,01/04/2010 04:53:00 AM,,01/04/2010 04:53:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C3,CENTRAL AREA/SQUIRE PARK,23XX BLOCK OF E UNION ST,-122.302063749,47.61294138
2010-003384,7664557137,01/03/2010 11:00:00 PM,01/04/2010 02:00:00 AM,01/04/2010 04:16:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M2,SLU/CASCADE,4XX BLOCK OF LENORA ST,-122.340903405,47.61416338
2010-003423,7633283933,01/04/2010 03:30:00 AM,,01/04/2010 04:06:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,M,M2,DOWNTOWN COMMERCIAL,8XX BLOCK OF CONVENTION PL,-122.331446121,47.61171145
2010-002453,7694879571,01/03/2010 12:00:00 AM,01/03/2010 01:00:00 AM,01/03/2010 04:53:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,S HANFORD ST / 1ST AVE S,-122.334203019,47.57557558
2010-002474,7632601201,01/03/2010 12:00:00 AM,01/03/2010 04:00:00 AM,01/03/2010 04:29:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,4XX BLOCK OF SENECA ST,-122.333658663,47.60774723
2010-002454,7642737956,01/03/2010 03:53:00 AM,,01/03/2010 04:22:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U2,UNIVERSITY,NE 45TH ST / BROOKLYN AVE NE,-122.314285821,47.66127698
2010-001354,7651336156,01/02/2010 04:21:00 AM,,01/02/2010 04:21:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,S,R,R3,GENESEE,RAINIER AVE S / S GENESEE ST,-122.28823521,47.56427483
2010-000399,7698038489,01/01/2010 04:30:00 AM,,01/01/2010 04:30:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,FREMONT,34XX BLOCK OF FREMONT AVE N,-122.349791173,47.65001037
2010-000397,7660031769,01/01/2010 12:00:00 AM,01/01/2010 04:27:00 AM,01/01/2010 04:27:00 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,N,N,N2,BITTERLAKE,135XX BLOCK OF LINDEN AVE N,-122.347730005,47.72822459
2010-000338,7677310122,01/01/2010 03:24:00 AM,,01/01/2010 04:21:00 AM,A,PROPERTY,ARSON,Arson,200,N,U,U2,UNIVERSITY,8XX BLOCK OF NE 42ND ST,-122.319293617,47.65751671
2010-000392,7644335707,01/01/2010 04:06:00 AM,,01/01/2010 04:21:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,16XX BLOCK OF 1ST AVE W,-122.35831802,47.63413649
2010-000376,7698566693,01/01/2010 04:02:00 AM,,01/01/2010 04:02:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W2,HIGH POINT,59XX BLOCK OF 34TH AVE SW,-122.375004197,47.54922593
2009-446987,7688671801,12/31/2009 04:38:00 AM,,12/31/2009 04:38:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E3,FIRST HILL,BROADWAY / CHERRY ST,-122.320754794,47.60807347
2009-446969,7697689804,12/31/2009 03:51:00 AM,,12/31/2009 04:01:00 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 1ST AVE N,-122.355400414,47.62501526
2009-445902,7636644030,12/30/2009 03:50:00 AM,,12/30/2009 04:49:00 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F1,HIGHLAND PARK,16XX BLOCK OF SW HOLDEN ST,-122.355709521,47.53368182
2009-445908,7648769937,12/30/2009 04:04:00 AM,,12/30/2009 04:04:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D1,BELLTOWN,1ST AVE / WALL ST,-122.348746103,47.6146958
2009-444843,7638597078,12/28/2009 10:00:00 PM,12/29/2009 04:00:00 AM,12/29/2009 04:40:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,HIGHLAND PARK,84XX BLOCK OF 7TH AVE SW,-122.344204619,47.52736621
2009-444829,7669286778,12/29/2009 04:11:00 AM,,12/29/2009 04:11:00 AM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,W,Q,Q1,MAGNOLIA,22ND AVE W / W ARMOUR ST,-122.384647841,47.64475316
2009-444825,7662622282,12/29/2009 04:07:00 AM,,12/29/2009 04:07:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,44XX BLOCK OF WOODLAWN AVE N,-122.338571138,47.66085525
2009-443839,7633437046,12/27/2009 10:30:00 PM,12/28/2009 04:30:00 AM,12/28/2009 04:33:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,FIRST HILL,11XX BLOCK OF SENECA ST,-122.325889322,47.61099753
2009-443022,7698055265,12/26/2009 11:00:00 PM,12/27/2009 02:12:00 AM,12/27/2009 04:03:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R1,NORTH BEACON HILL,20XX BLOCK OF S STATE ST,-122.305738627,47.58773587
2009-442111,7689885708,12/26/2009 04:18:00 AM,,12/26/2009 04:18:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug Equipment Violations,35B,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,6XX BLOCK OF MAYNARD AVE S,-122.325063697,47.59709367
2009-442107,7634535798,12/26/2009 04:01:00 AM,,12/26/2009 04:01:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.334607817,47.60291195
2009-442107,7634535800,12/26/2009 04:01:00 AM,,12/26/2009 04:01:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.334607817,47.60291195
2009-441555,7643102217,12/25/2009 04:56:00 AM,,12/25/2009 04:56:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B1,BALLARD SOUTH,17XX BLOCK OF NW 57TH ST,-122.380508348,47.67017748
2009-441545,7659418158,12/25/2009 02:00:00 AM,12/25/2009 04:25:00 AM,12/25/2009 04:30:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G2,CENTRAL AREA/SQUIRE PARK,6XX BLOCK OF 23RD AVE,-122.302772172,47.6074384
2009-441546,7687875061,12/25/2009 04:29:00 AM,,12/25/2009 04:29:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug Equipment Violations,35B,W,K,K1,DOWNTOWN COMMERCIAL,1XX BLOCK OF CHERRY ST,-122.333726658,47.60278737
2009-441537,7667809229,12/25/2009 04:08:00 AM,,12/25/2009 04:08:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G2,CENTRAL AREA/SQUIRE PARK,7XX BLOCK OF 25TH AVE,-122.300165298,47.60849546
2009-440702,7633647587,12/24/2009 03:17:00 AM,,12/24/2009 04:39:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug Equipment Violations,35B,S,R,R2,CLAREMONT/RAINIER VISTA,M L KING JR WAY S / S WALDEN ST,-122.296940741,47.57191371
2009-440737,7633014270,12/24/2009 04:28:00 AM,,12/24/2009 04:29:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,5XX BLOCK OF MAYNARD AVE S,-122.325060337,47.59793244
2009-438580,7683927997,12/22/2009 04:50:00 AM,,12/22/2009 04:50:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MONTLAKE/PORTAGE BAY,20XX BLOCK OF 25TH AVE E,-122.300522622,47.638309
2009-438563,7652697312,12/22/2009 04:12:00 AM,,12/22/2009 04:12:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L1,NORTHGATE,127XX BLOCK OF 15TH AVE NE,-122.312666567,47.7221268
2009-437476,7641333405,12/21/2009 03:53:00 AM,,12/21/2009 04:52:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006702,47.6159486
2009-435522,7662344826,12/19/2009 04:20:00 AM,12/19/2009 04:27:00 AM,12/19/2009 04:27:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,22XX BLOCK OF S JACKSON ST,-122.3027592,47.59927791
2009-435486,7697870217,12/19/2009 04:10:00 AM,12/19/2009 04:24:00 AM,12/19/2009 04:24:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,K,K2,PIONEER SQUARE,ALASKAN WAY VI SB / S JACKSON ST,-122.335582925,47.5992072
2009-435520,7637048331,12/19/2009 04:23:00 AM,,12/19/2009 04:23:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q2,QUEEN ANNE,26XX BLOCK OF 13TH AVE W,-122.373222287,47.64415966
2009-432926,7681803884,12/17/2009 04:42:00 AM,,12/17/2009 04:42:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,75XX BLOCK OF 1ST AVE NE,-122.328302973,47.68414308
2009-431666,7688378978,12/16/2009 03:04:00 AM,,12/16/2009 04:37:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,FIRST HILL,7XX BLOCK OF 15TH AVE,-122.312843394,47.60862659
2009-431666,7688378981,12/16/2009 03:04:00 AM,,12/16/2009 04:37:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G2,FIRST HILL,7XX BLOCK OF 15TH AVE,-122.312843394,47.60862659
2009-431670,7642247478,12/16/2009 03:21:00 AM,,12/16/2009 04:28:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,2ND AVE / BLANCHARD ST,-122.344353393,47.61327122
2009-427442,7684544258,12/11/2009 11:00:00 PM,12/12/2009 04:00:00 AM,12/12/2009 04:50:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K1,DOWNTOWN COMMERCIAL,5XX BLOCK OF 4TH AVE,-122.329971413,47.6028763
2009-427424,7688408297,12/12/2009 04:08:00 AM,,12/12/2009 04:08:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W1,COMMERCIAL DUWAMISH,DELRIDGE WAY SW / W SEATTLE BR WB DELR RP,-122.361451312,47.57091177
2009-425029,7632732392,12/10/2009 04:04:00 AM,,12/10/2009 04:50:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,MADRONA/LESCHI,37XX BLOCK OF E UNION ST,-122.285466612,47.61278403
2009-425037,7682365715,12/09/2009 06:30:00 PM,12/10/2009 04:17:00 AM,12/10/2009 04:17:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,NORTH DELRIDGE,56XX BLOCK OF 18TH AVE SW,-122.357079097,47.55192656
2009-424081,7671301162,12/09/2009 04:15:00 AM,12/09/2009 04:20:00 AM,12/09/2009 04:20:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,SOUTH DELRIDGE,90XX BLOCK OF DELRIDGE WAY SW,-122.359626596,47.52233423
2009-422119,7635690063,12/06/2009 06:00:00 PM,12/07/2009 04:20:00 AM,12/07/2009 04:59:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M2,DOWNTOWN COMMERCIAL,13XX BLOCK OF HUBBELL PL,-122.330708796,47.61058714
2009-422091,7638341714,12/06/2009 10:00:00 PM,12/07/2009 12:30:00 AM,12/07/2009 04:10:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S1,NEW HOLLY,69XX BLOCK OF MARTIN LUTHER KING JR WAY S,-122.28260252,47.53978646
2009-421270,7677471418,12/06/2009 03:00:00 AM,12/06/2009 04:00:00 AM,12/06/2009 04:00:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,HIGHLAND PARK,14TH AVE SW / SW CLOVERDALE ST,-122.353117962,47.52651905
2009-419068,7641048039,12/04/2009 04:12:00 AM,,12/04/2009 04:57:00 AM,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,SW,F,F3,HIGHLAND PARK,,0,0
2009-419073,7682695598,12/04/2009 03:30:00 AM,,12/04/2009 04:30:00 AM,A,PROPERTY,ROBBERY,Robbery,120,N,U,U1,UNIVERSITY,45XX BLOCK OF 21ST AVE NE,-122.305467506,47.66216538
2009-419076,7697962415,12/03/2009 11:30:00 PM,12/04/2009 04:15:00 AM,12/04/2009 04:26:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E1,CAPITOL HILL,16XX BLOCK OF E OLIVE WAY,-122.324829063,47.61927446
2009-417871,7643926770,12/03/2009 04:36:00 AM,,12/03/2009 04:36:00 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,W,D,D2,SLU/CASCADE,22XX BLOCK OF 7TH AVE,-122.340704476,47.61697878
2009-417879,7652662000,12/03/2009 03:35:00 AM,12/03/2009 03:35:00 AM,12/03/2009 04:07:00 AM,A,PROPERTY,ROBBERY,Robbery,120,N,U,U3,ROOSEVELT/RAVENNA,27XX BLOCK OF NE 45TH ST,-122.297222338,47.66124046
2009-417879,7652662002,12/03/2009 03:35:00 AM,12/03/2009 03:35:00 AM,12/03/2009 04:07:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,N,U,U3,ROOSEVELT/RAVENNA,27XX BLOCK OF NE 45TH ST,-122.297222338,47.66124046
2009-416710,7679276689,12/02/2009 03:45:00 AM,,12/02/2009 04:26:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R3,COLUMBIA CITY,53XX BLOCK OF 39TH AVE S,-122.283486743,47.55445537
2009-415618,7695518757,11/30/2009 09:30:00 PM,12/01/2009 04:00:00 AM,12/01/2009 04:50:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,73XX BLOCK OF 35TH AVE NE,-122.290453266,47.68214014
2009-415629,7686705504,12/01/2009 04:41:00 AM,,12/01/2009 04:43:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,25XX BLOCK OF WARREN AVE N,-122.354462736,47.64153121
2009-415566,7655809263,11/30/2009 08:30:00 PM,11/30/2009 10:30:00 PM,12/01/2009 04:23:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,12XX BLOCK OF S KING ST,-122.315317568,47.59833443
2009-415622,7635664821,12/01/2009 04:23:00 AM,,12/01/2009 04:23:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,4XX BLOCK OF 8TH AVE S,-122.322446524,47.59876685
