Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2020-901586,12601301406,01/30/2020 12:00:00 AM,01/30/2020 06:00:00 AM,02/02/2020 05:52:14 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U3,ROOSEVELT/RAVENNA,65XX BLOCK OF 34TH AVE NE,-122.29165379,47.67669047
2020-040514,12601301026,02/02/2020 04:27:00 AM,,02/02/2020 05:44:22 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U2,UNIVERSITY,47XX BLOCK OF UNIVERSITY WAY NE,-122.313087963,47.66399625
2020-037657,12595588643,01/31/2020 03:09:00 AM,01/31/2020 03:09:00 AM,01/31/2020 05:08:19 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W3,MORGAN,FAUNTLEROY WAY SW / HOLLY PL SW,-122.390001177,47.54442736
2020-036250,12536569104,01/29/2020 08:00:00 PM,01/30/2020 04:00:00 AM,01/30/2020 05:57:13 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D3,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
2020-036242,12535702641,01/30/2020 04:06:00 AM,,01/30/2020 05:40:03 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,CENTRAL AREA/SQUIRE PARK,1XX BLOCK OF 30TH AVE E,-122.293491681,47.61952437
2020-032219,12282696038,01/27/2020 03:30:31 AM,01/27/2020 03:40:00 AM,01/27/2020 05:14:43 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R1,NORTH BEACON HILL,17XX BLOCK OF 12TH AVE S,-122.317277214,47.5876874
2020-031198,12248207281,01/25/2020 08:00:00 PM,01/26/2020 06:00:00 AM,01/26/2020 05:51:47 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 1ST AVE N,-122.355400414,47.62501526
2020-031201,12248248928,01/26/2020 03:54:00 AM,01/26/2020 06:05:00 AM,01/26/2020 05:16:45 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,E,G,G2,MADRONA/LESCHI,1XX BLOCK OF 26TH AVE S,-122.298924267,47.60126323
2020-029782,12247167989,01/10/2020 07:30:00 AM,01/11/2020 02:00:00 AM,01/25/2020 05:16:58 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,M,M3,DOWNTOWN COMMERCIAL,12XX BLOCK OF 5TH AVE,-122.333430335,47.60833603
2020-026836,12219654892,01/23/2020 01:55:00 AM,,01/23/2020 05:36:37 AM,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,W,K,K1,DOWNTOWN COMMERCIAL,5XX BLOCK OF 5TH AVE,-122.32886096,47.60334108
2020-026836,12219653803,01/23/2020 01:55:00 AM,,01/23/2020 05:36:37 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,K,K1,DOWNTOWN COMMERCIAL,5XX BLOCK OF 5TH AVE,-122.32886096,47.60334108
2020-026830,12219650205,01/23/2020 01:55:00 AM,,01/23/2020 05:27:35 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S JACKSON ST / 12TH AVE S,-122.317222849,47.59918907
2020-025543,12190898410,01/22/2020 04:26:00 AM,01/22/2020 04:26:00 AM,01/22/2020 05:17:43 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,BALLARD SOUTH,11XX BLOCK OF NW LEARY WAY,-122.37218016,47.66365981
2020-024205,12175056283,01/21/2020 04:57:00 AM,,01/21/2020 05:50:44 AM,A,PROPERTY,ROBBERY,Robbery,120,S,R,R3,HILLMAN CITY,60XX BLOCK OF MARTIN LUTHER KING JR WAY S,-122.285947372,47.54706873
2020-024188,12175027771,01/21/2020 04:20:00 AM,,01/21/2020 05:08:20 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,SOUTH DELRIDGE,90XX BLOCK OF DELRIDGE WAY SW,-122.359626596,47.52233423
2020-900854,12172975776,01/18/2020 11:00:00 AM,01/18/2020 01:00:00 PM,01/19/2020 05:12:21 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,62ND AVE NE / NE 65TH ST,-122.261429576,47.67579171
2020-900853,12172975686,01/13/2020 11:00:00 PM,01/14/2020 06:00:00 AM,01/19/2020 05:12:14 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,FREMONT,44XX BLOCK OF 3RD AVE NW,-122.360793212,47.66034789
2020-020835,12172039006,01/18/2020 01:48:00 AM,01/18/2020 01:48:00 AM,01/18/2020 05:50:41 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,F,F1,NORTH DELRIDGE,47XX BLOCK OF DELRIDGE WAY SW,-122.362884148,47.56018056
2020-900817,12172023991,01/15/2020 12:00:00 PM,01/15/2020 01:00:00 PM,01/18/2020 05:22:03 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,W,Q,Q2,QUEEN ANNE,15XX BLOCK OF TAYLOR AVE N,-122.345950527,47.63272539
2020-020894,12172302223,01/18/2020 03:45:00 AM,01/18/2020 05:00:00 AM,01/18/2020 05:09:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,N,N1,BITTERLAKE,143XX BLOCK OF LINDEN AVE N,-122.347790535,47.73322159
2020-018208,12169249027,01/16/2020 04:50:00 AM,,01/16/2020 05:53:45 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,1XX BLOCK OF 14TH AVE,-122.314193607,47.60309549
2020-018182,12169219599,01/16/2020 04:12:00 AM,,01/16/2020 05:47:39 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 1ST AVE N,-122.355400414,47.62501526
2020-018186,12169208111,01/16/2020 04:21:00 AM,,01/16/2020 05:42:44 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q3,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.346918632,47.62455977
2020-013730,12161880441,01/12/2020 02:59:00 AM,01/12/2020 02:59:00 AM,01/12/2020 05:56:02 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,SLU/CASCADE,5XX BLOCK OF ROY ST,-122.345606452,47.62541564
2020-013782,12161870900,01/11/2020 12:00:00 PM,,01/12/2020 05:30:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,K,K2,DOWNTOWN COMMERCIAL,3RD AVE / JAMES ST,-122.331408526,47.60276918
2020-013776,12161867007,01/12/2020 04:28:00 AM,,01/12/2020 05:14:07 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E3,FIRST HILL,14XX BLOCK OF BOREN AVE,-122.328459042,47.61296907
2020-012663,12160813190,01/11/2020 01:42:00 AM,01/11/2020 01:42:00 AM,01/11/2020 05:24:51 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,M,M2,SLU/CASCADE,19XX BLOCK OF 7TH AVE,-122.336804494,47.61467235
2020-008484,12150380118,01/07/2020 12:47:00 PM,01/08/2020 12:45:00 AM,01/08/2020 05:43:03 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,FREMONT,36XX BLOCK OF FREMONT AVE N,-122.349927252,47.65203917
2020-008580,12150369445,01/08/2020 04:30:00 AM,01/08/2020 04:35:00 AM,01/08/2020 05:23:22 AM,A,PROPERTY,ROBBERY,Robbery,120,W,M,M3,DOWNTOWN COMMERCIAL,PINE ST / 3RD AVE,-122.338701504,47.61074295
2020-007137,12146604554,01/06/2020 12:30:00 PM,01/07/2020 05:50:00 AM,01/07/2020 05:43:34 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,32XX BLOCK OF SW ROXBURY ST,-122.374982691,47.51746631
2020-005957,12141608104,01/06/2020 04:29:00 AM,,01/06/2020 05:03:24 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U1,ROOSEVELT/RAVENNA,73XX BLOCK OF ROOSEVELT WAY NE,-122.317464085,47.68189427
2020-005118,12140690379,01/05/2020 04:00:00 AM,01/05/2020 05:15:00 AM,01/05/2020 05:05:27 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,S,S2,BRIGHTON/DUNLAP,65XX BLOCK OF MARTIN LUTHER KING JR WAY S,-122.284253978,47.54354875
2020-004017,12139676336,01/04/2020 03:54:00 AM,01/04/2020 04:30:00 AM,01/04/2020 05:21:58 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,M,M1,DOWNTOWN COMMERCIAL,1XX BLOCK OF LENORA ST,-122.344989533,47.61100442
2020-003927,12139668511,01/04/2020 01:59:34 AM,,01/04/2020 05:12:41 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D3,SLU/CASCADE,DENNY WAY / MINOR AVE,-122.333387671,47.61851451
2020-001234,12136727888,01/02/2020 04:37:00 AM,01/02/2020 04:57:00 AM,01/02/2020 05:38:52 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K1,DOWNTOWN COMMERCIAL,6XX BLOCK OF 3RD AVE,-122.33173538,47.60312654
2020-000143,12135564758,01/01/2020 01:45:45 AM,,01/01/2020 05:45:58 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,C,C1,MONTLAKE/PORTAGE BAY,23XX BLOCK OF 10TH AVE E,-122.320060837,47.64045106
2020-000050,12135560085,01/01/2020 12:25:00 AM,01/01/2020 12:25:00 AM,01/01/2020 05:27:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W1,NORTH DELRIDGE,SW YANCY ST / 30TH AVE SW,-122.370764731,47.56760892
2019-482027,12134979611,12/31/2019 04:10:00 AM,,12/31/2019 05:44:06 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,W,M,M1,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.338449515,47.60878866
2019-482027,12132525730,12/31/2019 04:10:00 AM,,12/31/2019 05:44:06 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.338449515,47.60878866
2019-482047,12132519320,12/30/2019 09:00:00 PM,12/31/2019 03:00:00 AM,12/31/2019 05:35:50 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S3,RAINIER BEACH,90XX BLOCK OF SEWARD PARK AVE S,-122.264496402,47.52240866
2019-480930,12120806530,12/30/2019 04:20:00 AM,12/30/2019 04:40:00 AM,12/30/2019 05:42:28 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L1,NORTHGATE,123XX BLOCK OF 15TH AVE NE,-122.312648081,47.71850811
2019-917532,12119953431,12/20/2019 02:30:00 PM,12/27/2019 07:50:00 PM,12/29/2019 05:52:32 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M2,SLU/CASCADE,8TH AVE / OLIVE WAY,-122.33406083,47.61405656
2019-917531,12119953307,12/28/2019 10:15:00 PM,12/28/2019 10:15:00 PM,12/29/2019 05:52:24 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,ALASKAN WAY / SPRING ST,-122.339090952,47.60448769
2019-917530,12119953157,12/23/2019 08:00:00 AM,12/28/2019 08:00:00 AM,12/29/2019 05:52:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,41XX BLOCK OF BEACON AVE S,-122.306470116,47.56643214
2019-917529,12119953036,12/28/2019 10:00:00 PM,12/28/2019 10:10:00 PM,12/29/2019 05:52:09 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,21XX BLOCK OF NE 47TH ST,-122.304964726,47.66307327
2019-917528,12119949566,12/27/2019 11:30:00 PM,12/28/2019 09:50:00 AM,12/29/2019 05:44:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,MADISON PARK,33XX BLOCK OF E MERCER ST,-122.288883555,47.62494029
2019-917527,12119949438,12/28/2019 06:15:00 PM,12/28/2019 06:45:00 PM,12/29/2019 05:44:40 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,SHILSHOLE AVE NW / 22ND AVE NW,-122.38475007,47.66646689
2019-917526,12119948278,12/28/2019 01:15:00 PM,12/28/2019 06:10:00 PM,12/29/2019 05:42:20 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,SLU/CASCADE,HARRISON ST / 5TH AVE N,-122.347591845,47.62207493
2019-917523,12119943422,12/27/2019 08:30:00 PM,12/27/2019 08:35:00 PM,12/29/2019 05:34:46 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C3,CENTRAL AREA/SQUIRE PARK,E MADISON ST / 17TH AVE,-122.310151238,47.61558986
2019-917524,12119943334,12/28/2019 01:00:00 PM,12/28/2019 06:00:00 PM,12/29/2019 05:34:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,58XX BLOCK OF 5TH AVE NE,-122.322826963,47.67117473
2019-917521,12119942342,12/27/2019 02:00:00 AM,12/27/2019 04:00:00 AM,12/29/2019 05:32:17 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,BLANCHARD ST / 5TH AVE,-122.341774893,47.61526498
2019-917522,12119942236,12/27/2019 10:40:00 PM,12/28/2019 11:40:00 AM,12/29/2019 05:32:10 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,32XX BLOCK OF NE 86TH ST,-122.292043208,47.69092467
2019-479977,12119950259,12/29/2019 12:00:00 AM,12/29/2019 04:00:00 AM,12/29/2019 05:30:16 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L2,ROOSEVELT/RAVENNA,82XX BLOCK OF 5TH AVE NE,-122.322978453,47.68879106
2019-917519,12119938291,12/21/2019 02:00:00 PM,12/27/2019 08:00:00 PM,12/29/2019 05:24:49 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J1,GREENWOOD,FREMONT AVE N / N 95TH ST,-122.349997938,47.69782382
2019-917520,12119938036,12/27/2019 11:15:00 PM,12/28/2019 08:30:00 AM,12/29/2019 05:24:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,22XX BLOCK OF 14TH AVE W,-122.375005858,47.63965805
2019-917517,12119937046,12/28/2019 01:00:00 AM,12/28/2019 02:00:00 AM,12/29/2019 05:22:36 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,49XX BLOCK OF LEARY AVE NW,-122.379465521,47.66441113
2019-917516,12119936738,12/28/2019 04:10:00 PM,12/28/2019 05:10:00 PM,12/29/2019 05:22:15 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L2,NORTHGATE,20XX BLOCK OF NE 89TH ST,-122.306334934,47.69302764
2019-917518,12119936607,12/28/2019 12:45:00 PM,12/28/2019 04:45:00 PM,12/29/2019 05:22:08 AM,A,PROPERTY,LARCENY-THEFT,Pocket-picking,23A,E,E,E2,CAPITOL HILL,9XX BLOCK OF E PIKE ST,-122.32011358,47.61408041
2019-479927,12119933669,12/29/2019 01:52:30 AM,,12/29/2019 05:17:42 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E2,CAPITOL HILL,E OLIVE ST / 12TH AVE,-122.316872849,47.61643219
2019-917513,12119931812,12/28/2019 12:00:00 PM,12/28/2019 06:00:00 PM,12/29/2019 05:14:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,1XX BLOCK OF DENNY WAY,-122.353751129,47.61859552
2019-917512,12119930954,12/27/2019 02:30:00 PM,12/28/2019 07:30:00 PM,12/29/2019 05:12:34 AM,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,SW,W,W2,ALKI,36XX BLOCK OF BEACH DR SW,-122.41200894,47.57174302
2019-917511,12119930814,12/22/2019 03:20:00 PM,12/26/2019 09:00:00 PM,12/29/2019 05:12:28 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C3,CENTRAL AREA/SQUIRE PARK,14XX BLOCK OF 18TH AVE,-122.308857413,47.61350233
2019-917509,12119930579,12/25/2019 02:55:00 PM,12/25/2019 03:05:00 PM,12/29/2019 05:12:16 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O1,SODO,22XX BLOCK OF 4TH AVE S,-122.329054577,47.58293525
2019-917506,12119923741,12/06/2019 01:50:00 PM,12/07/2019 01:50:00 PM,12/29/2019 05:04:39 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F3,HIGHLAND PARK,SW KENYON ST / 1ST AVE S,-122.335191362,47.5320653
2019-917505,12119923005,12/23/2019 04:00:00 PM,12/27/2019 11:00:00 PM,12/29/2019 05:02:42 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,CLAREMONT/RAINIER VISTA,45XX BLOCK OF 33RD AVE S,-122.290990586,47.56213627
2019-917502,12119922728,12/28/2019 11:25:00 AM,12/28/2019 11:25:00 AM,12/29/2019 05:02:25 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 16TH AVE NE,-122.310843384,47.66216819
2019-480016,12119923070,12/29/2019 04:00:00 AM,12/29/2019 04:30:00 AM,12/29/2019 05:01:13 AM,B,SOCIETY,LIQUOR LAW VIOLATIONS,Liquor Law Violations,90G,N,L,L2,ROOSEVELT/RAVENNA,4XX BLOCK OF NE 80TH ST,-122.323640626,47.68679541
2019-478856,12118972475,12/28/2019 04:00:00 AM,,12/28/2019 05:22:33 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,FREMONT,38XX BLOCK OF WHITMAN AVE N,-122.345964951,47.65343705
2019-478791,12118954332,12/28/2019 01:13:27 AM,,12/28/2019 05:16:38 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E2,CAPITOL HILL,E PIKE ST / 11TH AVE,-122.31814095,47.61409443
2019-477412,12117557887,12/27/2019 01:13:36 AM,,12/27/2019 05:04:48 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,S WELLER ST / RAINIER AVE S,-122.312759953,47.59749164
2019-476285,12116134242,12/25/2019 07:30:00 PM,12/25/2019 09:00:00 PM,12/26/2019 05:24:10 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,92XX BLOCK OF 24TH AVE SW,-122.363207033,47.52010954
2019-474558,12114046886,12/23/2019 09:00:00 PM,12/24/2019 04:42:00 AM,12/24/2019 05:35:32 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E2,CAPITOL HILL,10XX BLOCK OF E PINE ST,-122.318812459,47.61524977
2019-473273,12112564065,12/23/2019 03:00:34 AM,12/23/2019 03:26:00 AM,12/23/2019 05:18:44 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,S,S3,RAINIER VIEW,111XX BLOCK OF BEACON AVE S,-122.268109863,47.50082959
2019-471710,12111667199,12/21/2019 04:30:00 PM,,12/22/2019 05:05:03 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE 49TH ST,-122.298224687,47.66431736
2019-472279,12111662559,12/19/2019 08:42:00 PM,,12/22/2019 05:00:10 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 2ND AVE,-122.332251468,47.60201216
2019-471106,12110717435,12/21/2019 03:50:00 AM,,12/21/2019 05:53:18 AM,A,PROPERTY,ROBBERY,Robbery,120,W,M,M1,BELLTOWN,20XX BLOCK OF 1ST AVE,-122.343262291,47.61145275
2019-470777,12110714654,12/20/2019 09:33:12 PM,,12/21/2019 05:49:36 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,R,R2,MOUNT BAKER,S COLLEGE ST / RAINIER AVE S,-122.301809657,47.58314526
2019-470907,12110709063,12/20/2019 11:32:27 PM,,12/21/2019 05:37:51 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,Q,Q3,QUEEN ANNE,1XX BLOCK OF 1ST AVE N,-122.355448259,47.6191851
2019-469508,12109453933,12/19/2019 11:58:00 PM,12/20/2019 12:50:00 AM,12/20/2019 05:31:53 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,M,M2,DOWNTOWN COMMERCIAL,6TH AVE / OLIVE WAY,-122.336281834,47.61313012
2019-468247,12108131742,12/19/2019 12:00:00 AM,,12/19/2019 05:28:43 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S1,SOUTH BEACON HILL,97XX BLOCK OF MARTIN LUTHER KING JR WAY S,-122.279122427,47.51524989
2019-464214,12095147994,12/16/2019 04:33:00 AM,12/16/2019 05:00:00 AM,12/16/2019 05:03:05 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,16XX BLOCK OF S MAIN ST,-122.310922342,47.60000463
2019-464141,12095144469,12/16/2019 12:51:00 AM,12/16/2019 12:58:00 AM,12/16/2019 05:02:00 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q2,QUEEN ANNE,21XX BLOCK OF QUEEN ANNE AVE N,-122.356933963,47.63777609
2019-463209,12090848401,12/15/2019 03:17:00 AM,,12/15/2019 05:37:05 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,12XX BLOCK OF S JACKSON ST,-122.315680055,47.59919954
2019-462031,12084896334,12/14/2019 12:00:00 AM,12/14/2019 05:30:00 AM,12/14/2019 05:57:43 AM,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,W,D,D2,QUEEN ANNE,9XX BLOCK OF DEXTER AVE N,-122.342322729,47.62757349
2019-461994,12084879570,12/14/2019 04:05:00 AM,,12/14/2019 05:07:16 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,CENTRAL AREA/SQUIRE PARK,2XX BLOCK OF 27TH AVE E,-122.297262189,47.62076655
2019-457524,12059772664,12/11/2019 04:05:00 AM,,12/11/2019 05:33:22 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,FREMONT,39XX BLOCK OF AURORA AVE N,-122.347322247,47.65476387
2019-456163,12049507396,12/10/2019 04:26:51 AM,,12/10/2019 05:59:12 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,CHINATOWN/INTERNATIONAL DISTRICT,5XX BLOCK OF S DEARBORN ST,-122.32703159,47.59583677
2019-453659,12034215435,12/07/2019 11:26:00 PM,,12/08/2019 05:35:21 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,B,B2,PHINNEY RIDGE,WOODLAND PL N / N 63RD ST,-122.347683889,47.67457769
2019-453716,12034208612,12/08/2019 12:32:48 AM,,12/08/2019 05:23:03 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,K,K2,PIONEER SQUARE,YESLER WAY / ALASKAN WAY,-122.336582134,47.60171755
2019-452562,12033214538,12/07/2019 05:15:24 AM,,12/07/2019 05:15:44 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,M,M2,DOWNTOWN COMMERCIAL,BOREN AVE / PINE ST,-122.329822431,47.61445724
2019-451173,12031497099,12/06/2019 04:25:00 AM,12/06/2019 04:25:00 AM,12/06/2019 05:14:58 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,W,W1,NORTH ADMIRAL,26XX BLOCK OF CALIFORNIA AVE SW,-122.386583562,47.58025275
2019-448498,12010636856,12/03/2019 07:00:00 PM,12/04/2019 08:15:00 AM,12/05/2019 05:27:02 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,BALLARD SOUTH,3XX BLOCK OF NW 49TH ST,-122.36238567,47.66437999
2019-446862,11913562429,10/01/2019 12:01:00 AM,10/31/2019 12:01:00 AM,12/03/2019 05:06:20 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D1,BELLTOWN,1XX BLOCK OF CEDAR ST,-122.350186371,47.6161341
2019-444669,11910486609,12/01/2019 02:19:47 AM,,12/01/2019 05:00:39 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,C,C1,CAPITOL HILL,15TH AVE E / E MERCER ST,-122.312606821,47.62424931
2019-444669,11910488194,12/01/2019 02:19:32 AM,,12/01/2019 05:00:39 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,C,C1,CAPITOL HILL,15TH AVE E / E MERCER ST,-122.312606821,47.62424931
2019-442513,11907949162,11/20/2019 12:00:00 AM,11/29/2019 01:30:00 AM,11/29/2019 05:15:49 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,SLU/CASCADE,21XX BLOCK OF 5TH AVE,-122.341124279,47.61488028
