Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2014-030098,7669228789,01/28/2014 05:25:00 AM,,01/28/2014 05:25:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,J,J3,ROOSEVELT/RAVENNA,71XX BLOCK OF E GREEN LAKE DR N,-122.325739799,47.68005857
2014-018985,7655921979,01/18/2014 02:30:00 AM,,01/18/2014 05:19:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U1,ROOSEVELT/RAVENNA,62XX BLOCK OF 23RD AVE NE,-122.302747825,47.67441431
2014-003503,7684630066,01/04/2014 05:54:00 AM,,01/04/2014 05:54:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E1,CAPITOL HILL,17XX BLOCK OF SUMMIT AVE,-122.325552288,47.61704061
2013-461863,7667112207,12/28/2013 05:53:00 AM,,12/28/2013 05:53:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,G,G1,FIRST HILL,JEFFERSON ST / 9TH AVE,-122.324096855,47.60484128
2013-458094,7641064490,12/24/2013 05:40:00 AM,,12/24/2013 05:48:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M1,DOWNTOWN COMMERCIAL,1XX BLOCK OF UNION ST,-122.33933626,47.60773163
2013-427977,7691491151,11/27/2013 05:18:00 AM,,11/27/2013 05:18:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,J,J2,BALLARD NORTH,32XX BLOCK OF NW 65TH ST,-122.39970506,47.67578872
2013-419658,7690315268,11/20/2013 05:10:00 AM,,11/20/2013 05:10:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E1,CAPITOL HILL,2XX BLOCK OF BROADWAY E,-122.320882286,47.6204918
2013-400249,7693676286,11/04/2013 05:52:00 AM,,11/04/2013 05:52:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E1,CAPITOL HILL,2XX BLOCK OF BROADWAY E,-122.320882286,47.6204918
2013-361922,7626523512,10/05/2013 05:30:00 AM,,10/05/2013 05:30:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D3,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
2013-350095,7667122633,09/26/2013 05:13:00 AM,,09/26/2013 05:13:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K1,DOWNTOWN COMMERCIAL,6XX BLOCK OF 1ST AVE,-122.334176844,47.60214897
2013-333077,7698679726,09/13/2013 05:59:00 AM,,09/13/2013 05:59:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E1,CAPITOL HILL,3XX BLOCK OF BELLEVUE AVE E,-122.326582152,47.62140652
2013-331706,7683143029,09/12/2013 05:34:00 AM,,09/12/2013 05:34:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,N,N1,BITTERLAKE,116XX BLOCK OF 1ST AVE NW,-122.35819728,47.71350843
2013-267254,7638297810,07/27/2013 04:45:00 AM,,07/27/2013 05:41:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,J,J1,BALLARD NORTH,84XX BLOCK OF SEAVIEW PL NW,-122.401802375,47.68924173
2013-267280,7673781543,07/27/2013 05:37:00 AM,,07/27/2013 05:37:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SW,F,F3,SOUTH PARK,84XX BLOCK OF 10TH AVE S,-122.320262527,47.52773239
2013-258927,7699527795,07/21/2013 05:00:00 AM,,07/21/2013 05:48:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E2,CAPITOL HILL,15XX BLOCK OF BROADWAY,-122.320789514,47.61465549
2013-225162,7626011060,06/28/2013 05:05:00 AM,,06/28/2013 05:05:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,B,B1,BALLARD SOUTH,53XX BLOCK OF TALLMAN AVE NW,-122.380873517,47.66794819
2013-219662,7642385380,06/24/2013 05:35:00 AM,,06/24/2013 05:35:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SW,F,F3,HIGHLAND PARK,88XX BLOCK OF 15TH AVE SW,-122.353959159,47.52377874
2013-199740,7644294712,06/10/2013 05:04:00 AM,,06/10/2013 05:26:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D3,SLU/CASCADE,19XX BLOCK OF BOREN AVE,-122.333368022,47.61732929
2013-184679,7685119302,05/31/2013 05:20:00 AM,,05/31/2013 05:20:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,C,C1,CAPITOL HILL,17XX BLOCK OF 15TH AVE,-122.312756595,47.61704124
2013-170655,7651740945,05/21/2013 05:25:00 AM,,05/21/2013 05:25:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,25XX BLOCK OF SW BARTON ST,-122.365221006,47.52102254
2013-151502,7670213162,05/06/2013 04:06:00 AM,,05/06/2013 05:26:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E2,CAPITOL HILL,17XX BLOCK OF NAGLE PL,-122.320044108,47.61699899
2013-111278,7683270133,04/03/2013 05:40:00 AM,,04/03/2013 05:40:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M1,DOWNTOWN COMMERCIAL,1XX BLOCK OF PIKE ST,-122.339458557,47.60905306
2013-110000,7686731932,04/02/2013 05:23:00 AM,,04/02/2013 05:23:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,J,J1,BALLARD NORTH,85XX BLOCK OF 15TH AVE NW,-122.376804381,47.6915193
2013-094970,7630186241,03/21/2013 05:12:00 AM,,03/21/2013 05:12:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,S,R,R2,NORTH BEACON HILL,27XX BLOCK OF RAINIER AVE S,-122.299158741,47.57967225
2013-068293,7680216049,02/28/2013 05:22:00 AM,,02/28/2013 05:22:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,B,B3,WALLINGFORD,21XX BLOCK OF N NORTHLAKE WAY,-122.332493897,47.64829623
2013-065699,7698477132,02/26/2013 05:19:00 AM,,02/26/2013 05:19:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,B,B3,WALLINGFORD,21XX BLOCK OF N NORTHLAKE WAY,-122.332493897,47.64829623
2013-054210,7681976991,02/16/2013 05:22:00 AM,,02/16/2013 05:22:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D3,SLU/CASCADE,3XX BLOCK OF FAIRVIEW AVE N,-122.334271016,47.62141952
2013-014354,7698334081,01/13/2013 03:57:00 AM,,01/13/2013 05:13:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,G,G1,FIRST HILL,3XX BLOCK OF 9TH AVE,-122.32344394,47.60412808
2012-437969,7673980118,12/24/2012 05:19:00 AM,,12/24/2012 05:19:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF HARRISON ST,-122.350854024,47.62208691
2012-423657,7635093037,12/12/2012 05:51:00 AM,,12/12/2012 05:51:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,J,J3,ROOSEVELT/RAVENNA,84XX BLOCK OF AURORA AVE N,-122.34452004,47.69019929
2012-411397,7636433815,12/02/2012 04:28:00 AM,,12/02/2012 05:07:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D3,SLU/CASCADE,19XX BLOCK OF BOREN AVE,-122.333368022,47.61732929
2012-395263,7683619485,11/18/2012 04:26:00 AM,,11/18/2012 05:01:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,G,G2,CENTRAL AREA/SQUIRE PARK,5XX BLOCK OF 16TH AVE,-122.311547833,47.60710905
2012-371815,7633561147,10/30/2012 05:02:00 AM,,10/30/2012 05:02:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D1,BELLTOWN,25XX BLOCK OF 3RD AVE,-122.347496129,47.6163024
2012-351913,7681448306,10/14/2012 04:42:00 AM,10/14/2012 05:02:00 AM,10/14/2012 05:02:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E3,CAPITOL HILL,15XX BLOCK OF SUMMIT AVE,-122.325521513,47.61465363
2012-349279,7693677585,10/12/2012 05:25:00 AM,10/12/2012 05:33:00 AM,10/12/2012 05:33:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E1,CAPITOL HILL,13XX BLOCK OF E OLIVE WAY,-122.32735296,47.61686239
2012-300773,7698718848,09/07/2012 04:14:00 AM,,09/07/2012 05:10:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D1,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.341983607,47.61421579
2012-295608,7672812212,09/03/2012 05:14:00 AM,,09/03/2012 05:14:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U3,ROOSEVELT/RAVENNA,54XX BLOCK OF 26TH AVE NE,-122.299558744,47.66825972
2012-194226,7646547692,06/21/2012 05:24:00 AM,06/21/2012 05:24:00 AM,06/21/2012 05:24:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,G,G1,FIRST HILL,3XX BLOCK OF 9TH AVE,-122.32344394,47.60412808
2012-185383,7683698708,06/12/2012 07:19:00 PM,,06/14/2012 05:55:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,B,B1,BALLARD SOUTH,53XX BLOCK OF TALLMAN AVE NW,-122.380873513,47.66794819
2012-185371,7692297746,06/14/2012 05:26:00 AM,,06/14/2012 05:26:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,L,L2,NORTHGATE,1XX BLOCK OF NE 92ND ST,-122.327762529,47.69590342
2012-141063,7697870762,05/08/2012 05:35:00 AM,,05/08/2012 05:35:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,S,S,S2,BRIGHTON/DUNLAP,51XX BLOCK OF S MEDLEY CT,-122.269904014,47.53498457
2012-136337,7675290469,05/04/2012 05:52:00 AM,,05/04/2012 05:52:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K1,DOWNTOWN COMMERCIAL,8XX BLOCK OF 1ST AVE,-122.335260508,47.6036254
2012-101465,7641580104,04/04/2012 04:23:00 AM,04/04/2012 04:23:00 AM,04/04/2012 05:00:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D1,BELLTOWN,24XX BLOCK OF ALASKAN WAY,-122.350021896,47.61218783
2012-084363,7670317148,03/20/2012 05:43:00 AM,,03/20/2012 05:43:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,C,C1,CAPITOL HILL,14XX BLOCK OF E JOHN ST,-122.3139102,47.61995898
2012-073395,7672006581,03/10/2012 04:31:00 AM,03/10/2012 04:31:00 AM,03/10/2012 05:32:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E3,CAPITOL HILL,7XX BLOCK OF BROADWAY,-122.320755793,47.60865749
2012-031726,7686641378,02/02/2012 05:59:00 AM,,02/02/2012 05:59:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,N,N3,NORTHGATE,92XX BLOCK OF ASHWORTH AVE N,-122.339692115,47.69688252
2012-017051,7667276020,01/18/2012 03:30:00 AM,,01/18/2012 05:52:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SW,W,W2,ALKI,42XX BLOCK OF BEACH DR SW,-122.407578285,47.56537088
2012-000405,7663720516,01/01/2012 04:59:00 AM,,01/01/2012 05:49:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,C,C3,CENTRAL AREA/SQUIRE PARK,15XX BLOCK OF 15TH AVE,-122.312772477,47.6143058
2011-411306,7665775186,12/25/2011 05:15:00 AM,12/25/2011 05:22:00 AM,12/25/2011 05:22:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E1,CAPITOL HILL,17XX BLOCK OF BELMONT AVE,-122.324495896,47.61704694
2011-399058,7644893344,12/13/2011 05:53:00 AM,,12/13/2011 05:53:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U3,ROOSEVELT/RAVENNA,29XX BLOCK OF NE BLAKELEY ST,-122.296153287,47.66555657
2011-310117,7694186122,09/20/2011 05:28:00 AM,09/20/2011 05:33:00 AM,09/20/2011 05:34:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E3,CAPITOL HILL,15XX BLOCK OF MELROSE AVE,-122.327915389,47.6145776
2011-303568,7698916664,09/14/2011 05:39:00 AM,,09/14/2011 05:39:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,86XX BLOCK OF 35TH AVE SW,-122.376636317,47.52628468
2011-235918,7653012362,07/21/2011 03:45:00 AM,,07/21/2011 05:38:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E2,FIRST HILL,10XX BLOCK OF E MARION ST,-122.318704319,47.61040228
2011-186800,7638789432,06/11/2011 05:44:00 AM,,06/11/2011 05:44:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,J,J1,GREENWOOD,92XX BLOCK OF GREENWOOD AVE N,-122.355367628,47.69693316
2011-170718,7651854084,05/28/2011 10:10:00 PM,05/28/2011 10:20:00 PM,05/30/2011 05:48:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K2,PIONEER SQUARE,12XX BLOCK OF 1ST AVE S,-122.334194978,47.59135395
2011-170670,7658487861,05/28/2011 09:40:00 PM,05/28/2011 09:50:00 PM,05/30/2011 05:02:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K2,PIONEER SQUARE,12XX BLOCK OF 1ST AVE S,-122.334194978,47.59135395
2011-162632,7677039519,05/22/2011 03:36:00 AM,05/22/2011 03:36:00 AM,05/22/2011 05:14:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,G,G1,FIRST HILL,9XX BLOCK OF E JEFFERSON ST,-122.320082724,47.60621059
2011-150937,7637873129,05/12/2011 05:28:00 AM,,05/12/2011 05:28:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U1,UNIVERSITY,16XX BLOCK OF NE 50TH ST,-122.310238687,47.66488064
2011-111895,7675603422,04/08/2011 05:15:00 AM,04/08/2011 05:15:00 AM,04/08/2011 05:19:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,N,N3,GREENWOOD,9XX BLOCK OF N 85TH ST,-122.345864517,47.69056669
2011-068062,7694880879,02/28/2011 05:38:00 AM,,02/28/2011 05:38:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U1,UNIVERSITY,17XX BLOCK OF NE 56TH ST,-122.308571128,47.66947698
2011-026852,7658749433,01/23/2011 05:27:00 AM,,01/23/2011 05:27:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,,0,0
2011-011002,7696700314,01/10/2011 04:56:00 AM,01/10/2011 05:03:00 AM,01/10/2011 05:03:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K2,DOWNTOWN COMMERCIAL,2XX BLOCK OF YESLER WAY,-122.331124146,47.60171758
2010-433373,7689233609,12/17/2010 05:45:00 AM,,12/17/2010 05:49:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D2,SLU/CASCADE,24XX BLOCK OF 4TH AVE,-122.345702746,47.61641416
2010-366573,7628312545,10/20/2010 05:52:00 AM,,10/20/2010 05:52:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E1,CAPITOL HILL,1XX BLOCK OF BROADWAY E,-122.320863694,47.61932364
2010-344416,7627238278,10/02/2010 05:12:00 AM,,10/02/2010 05:12:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D1,BELLTOWN,24XX BLOCK OF 1ST AVE,-122.348279642,47.61441995
2010-332968,7642484248,09/23/2010 05:40:00 AM,09/23/2010 05:53:00 AM,09/23/2010 05:53:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E2,CAPITOL HILL,17XX BLOCK OF HARVARD AVE,-122.322158316,47.61697842
2010-330401,7639464146,09/21/2010 05:20:00 AM,,09/21/2010 05:20:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,S,O,O1,SODO,22XX BLOCK OF OCCIDENTAL AVE S,-122.333266777,47.5829393
2010-308252,7682926283,09/03/2010 05:10:00 AM,09/03/2010 05:16:00 AM,09/03/2010 05:29:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K2,CHINATOWN/INTERNATIONAL DISTRICT,8XX BLOCK OF 6TH AVE S,-122.326375224,47.59548396
2010-223242,7649225520,07/01/2010 05:24:00 AM,,07/01/2010 05:24:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,Q,Q2,QUEEN ANNE,19XX BLOCK OF 1ST AVE W,-122.358303235,47.63534937
2010-212679,7693594450,06/23/2010 04:30:00 AM,,06/23/2010 05:18:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,S,S,S1,NEW HOLLY,67XX BLOCK OF MARTIN LUTHER KING JR WAY S,-122.28347777,47.54157198
2010-206002,7694851709,06/18/2010 05:12:00 AM,,06/18/2010 05:12:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,8XX BLOCK OF S WELLER ST,-122.322052376,47.59750785
2010-199379,7644866768,06/13/2010 10:20:00 AM,06/13/2010 10:20:00 AM,06/14/2010 05:53:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U3,SANDPOINT,65XX BLOCK OF 35TH AVE NE,-122.290299187,47.67669147
2010-189581,7681204320,06/06/2010 05:47:00 AM,,06/06/2010 05:47:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,E,E3,FIRST HILL,10XX BLOCK OF SPRING ST,-122.326346825,47.60981959
2010-156209,7652117991,05/13/2010 04:39:00 AM,,05/13/2010 05:44:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M1,DOWNTOWN COMMERCIAL,14XX BLOCK OF ALASKAN WAY,-122.341891604,47.6073407
2010-154963,7636643309,05/12/2010 05:15:00 AM,,05/12/2010 05:15:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,Q,Q3,QUEEN ANNE,4XX BLOCK OF 3RD AVE W,-122.360642543,47.62270641
2010-111192,7687108479,04/06/2010 05:29:00 AM,04/06/2010 05:49:00 AM,04/06/2010 05:49:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S WELLER ST / 7TH AVE S,-122.323756789,47.59751089
2010-100122,7629572951,03/27/2010 05:53:00 AM,,03/27/2010 05:53:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S LANE ST / 8TH AVE S,-122.322455213,47.59667011
2010-096152,7691026703,03/24/2010 04:52:00 AM,,03/24/2010 05:58:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF CREMONA ST,-122.357423334,47.64954106
2010-058964,7671837052,02/21/2010 05:15:00 AM,,02/21/2010 05:15:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D3,SLU/CASCADE,10XX BLOCK OF MERCER ST,-122.336478211,47.62468353
2010-050192,7649436128,02/13/2010 04:45:00 AM,,02/13/2010 05:25:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U1,UNIVERSITY,45XX BLOCK OF 18TH AVE NE,-122.308367812,47.66215843
2009-428527,7682220618,12/13/2009 05:40:00 AM,12/13/2009 05:48:00 AM,12/13/2009 05:48:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 2ND AVE,-122.339358064,47.60978174
2009-362167,7661367585,10/14/2009 05:10:00 AM,,10/14/2009 05:10:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,6XX BLOCK OF S WELLER ST,-122.324734265,47.59751236
2009-331656,7693699220,09/19/2009 05:29:00 AM,,09/19/2009 05:29:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M1,BELLTOWN,20XX BLOCK OF 2ND AVE,-122.342402599,47.6121175
2009-316362,7675769273,09/07/2009 05:46:00 AM,,09/07/2009 05:46:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,N,N2,BITTERLAKE,123XX BLOCK OF AURORA AVE N,-122.344896095,47.71717447
2009-316316,7646462314,09/07/2009 03:20:00 AM,,09/07/2009 05:26:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,B,B1,BALLARD SOUTH,32XX BLOCK OF NW 54TH ST,-122.398977763,47.66747133
2009-296424,7675002078,08/22/2009 04:30:00 AM,08/22/2009 04:30:00 AM,08/22/2009 05:13:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M2,DOWNTOWN COMMERCIAL,5XX BLOCK OF PINE ST,-122.335928546,47.61190423
2009-235603,7632196148,07/07/2009 05:54:00 AM,,07/07/2009 05:54:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K1,DOWNTOWN COMMERCIAL,1XX BLOCK OF YESLER WAY,-122.334038709,47.60172211
2009-231510,7693240589,07/04/2009 05:34:00 AM,07/04/2009 05:54:00 AM,07/04/2009 05:54:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K2,PIONEER SQUARE,1XX BLOCK OF S WASHINGTON ST,-122.333200197,47.60088199
2009-226984,7681403499,07/01/2009 03:48:00 AM,,07/01/2009 05:11:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,Q,Q3,QUEEN ANNE,1XX BLOCK OF W ROY ST,-122.357356285,47.62571621
2009-201138,7640261711,06/11/2009 04:00:00 AM,,06/11/2009 05:12:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U1,UNIVERSITY,8XX BLOCK OF NE 50TH ST,-122.318989909,47.6649472
2009-174178,7691174367,05/22/2009 05:30:00 AM,,05/22/2009 05:38:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,B,B1,BALLARD SOUTH,15XX BLOCK OF NW 53RD ST,-122.377551038,47.66716479
2009-123099,7681855173,04/12/2009 05:06:00 AM,,04/12/2009 05:07:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,S,S,S1,MID BEACON HILL,35XX BLOCK OF S JUNEAU ST,-122.288887697,47.54977227
2009-066648,7628950488,02/24/2009 04:14:00 AM,,02/24/2009 05:27:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,4XX BLOCK OF 7TH AVE S,-122.323751905,47.59876922
2009-043659,7641292286,02/05/2009 05:50:00 AM,,02/05/2009 05:54:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,D,D1,BELLTOWN,23XX BLOCK OF ELLIOTT AVE,-122.348882244,47.61243015
2008-458970,7650412668,12/09/2008 05:00:00 AM,,12/09/2008 05:00:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,6XX BLOCK OF S KING ST,-122.324731506,47.59835127
2008-446192,7699637649,11/29/2008 03:23:00 AM,,11/29/2008 05:30:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M2,DOWNTOWN COMMERCIAL,OLIVE WAY / 9TH AVE,-122.332950311,47.61452106
2008-444767,7690366963,11/28/2008 01:15:00 AM,,11/28/2008 05:24:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,N,N2,BITTERLAKE,,0,0
2008-433710,7685489440,11/19/2008 05:11:00 AM,11/19/2008 05:54:00 AM,11/19/2008 05:54:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,W,M,M3,DOWNTOWN COMMERCIAL,12XX BLOCK OF 3RD AVE,-122.335649746,47.60740674
2008-415315,7660669352,11/05/2008 05:56:00 AM,,11/05/2008 05:56:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,C,C2,MONTLAKE/PORTAGE BAY,20XX BLOCK OF E CALHOUN ST,-122.304658266,47.64099846
2008-382432,7650159050,10/11/2008 02:30:00 AM,10/11/2008 03:00:00 AM,10/11/2008 05:05:00 AM,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SW,F,F1,NORTH DELRIDGE,48XX BLOCK OF DELRIDGE WAY SW,-122.362907178,47.55837155
