Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2016-400514,7641513974,11/05/2016 03:45:00 AM,,11/05/2016 03:48:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,D,D3,SLU/CASCADE,11XX BLOCK OF HARRISON ST,-122.333633694,47.62198666
2016-400511,7691097424,11/05/2016 03:20:00 AM,11/05/2016 03:30:00 AM,11/05/2016 03:41:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,L,L2,NORTHGATE,88XX BLOCK OF 20TH AVE NE,-122.306840849,47.69257649
2016-400493,7687116982,11/05/2016 03:01:00 AM,,11/05/2016 03:01:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,F,F3,HIGHLAND PARK,81XX BLOCK OF 12TH AVE SW,-122.350585884,47.52924174
2016-397641,7654648167,11/03/2016 03:54:00 AM,,11/03/2016 03:54:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,J,J3,ROOSEVELT/RAVENNA,74XX BLOCK OF WOODLAWN AVE NE,-122.327909297,47.68299248
2016-397641,7654648168,11/03/2016 03:54:00 AM,,11/03/2016 03:54:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,J,J3,ROOSEVELT/RAVENNA,74XX BLOCK OF WOODLAWN AVE NE,-122.327909297,47.68299248
2016-392730,7649695226,10/30/2016 01:00:00 AM,,10/30/2016 03:45:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,9XX BLOCK OF RAINIER AVE S,-122.310258863,47.59421411
2016-392653,7680748640,10/30/2016 03:19:00 AM,,10/30/2016 03:19:00 AM,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,N,U,U1,UNIVERSITY,53XX BLOCK OF 8TH AVE NE,-122.319521741,47.66785627
2016-392653,7680748642,10/30/2016 03:19:00 AM,,10/30/2016 03:19:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U1,UNIVERSITY,53XX BLOCK OF 8TH AVE NE,-122.319521741,47.66785627
2016-392712,7677512929,10/30/2016 03:03:00 AM,,10/30/2016 03:03:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,B,B1,BALLARD SOUTH,52XX BLOCK OF RUSSELL AVE NW,-122.380476478,47.66644132
2016-391437,7655960060,10/29/2016 03:30:00 AM,,10/29/2016 03:46:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,18XX BLOCK OF S JACKSON ST,-122.308315131,47.59924291
2016-389921,7640175172,10/28/2016 03:59:00 AM,,10/28/2016 03:59:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,D,D3,EASTLAKE - WEST,2XX BLOCK OF E BOSTON ST,-122.325287353,47.63824694
2016-389915,7659360947,10/28/2016 03:30:00 AM,,10/28/2016 03:40:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SW,F,F1,NORTH DELRIDGE,67XX BLOCK OF 21ST AVE SW,-122.359595869,47.54102078
2016-385618,7651701372,10/24/2016 03:32:00 AM,10/25/2016 03:32:00 AM,10/25/2016 03:32:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U3,SANDPOINT,52XX BLOCK OF MITHUN PL NE,-122.281542887,47.66778472
2016-385618,7651701374,10/24/2016 03:32:00 AM,10/25/2016 03:32:00 AM,10/25/2016 03:32:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U3,SANDPOINT,52XX BLOCK OF MITHUN PL NE,-122.281542887,47.66778472
2016-383368,7638610757,10/23/2016 02:55:00 AM,,10/23/2016 03:36:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D1,BELLTOWN,1ST AVE / BLANCHARD ST,-122.345213266,47.61260646
2016-383376,7669629815,10/23/2016 02:58:00 AM,,10/23/2016 03:08:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,S,S3,RAINIER VIEW,106XX BLOCK OF 62ND AVE S,-122.255957343,47.50485672
2016-381834,7677892560,10/22/2016 03:29:00 AM,,10/22/2016 03:29:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,N,N1,BITTERLAKE,137XX BLOCK OF LINDEN AVE N,-122.347730005,47.72822459
2016-379464,7646573476,10/19/2016 10:00:00 PM,10/20/2016 03:40:00 AM,10/20/2016 03:47:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D3,SLU/CASCADE,1XX BLOCK OF EASTLAKE AVE E,-122.329131555,47.61912473
2016-378074,7630939460,10/19/2016 03:07:00 AM,,10/19/2016 03:47:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E1,CAPITOL HILL,9XX BLOCK OF E HARRISON ST,-122.320415237,47.62198537
2016-378074,7630939462,10/19/2016 03:07:00 AM,,10/19/2016 03:47:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E1,CAPITOL HILL,9XX BLOCK OF E HARRISON ST,-122.320415237,47.62198537
2016-376450,7693677742,10/18/2016 01:51:00 AM,,10/18/2016 03:36:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,8XX BLOCK OF S KING ST,-122.32169565,47.59834608
2016-374404,7696293252,10/16/2016 03:36:00 AM,,10/16/2016 03:36:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,R,R3,HILLMAN CITY,38XX BLOCK OF S GRAHAM ST,-122.284102162,47.5460321
2016-374403,7689454563,10/16/2016 02:00:00 AM,,10/16/2016 03:28:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2016-373339,7695561099,10/15/2016 03:39:00 AM,10/15/2016 03:39:00 AM,10/15/2016 03:39:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,K,K2,PIONEER SQUARE,1XX BLOCK OF YESLER WAY,-122.335214551,47.60172278
2016-370836,7644536198,10/13/2016 03:07:00 AM,,10/13/2016 03:07:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,S,S1,MID BEACON HILL,68XX BLOCK OF 27TH AVE S,-122.297556655,47.54092503
2016-369598,7631594652,10/12/2016 02:35:00 AM,,10/12/2016 03:00:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E2,CAPITOL HILL,BROADWAY / E PIKE ST,-122.320780372,47.61407567
2016-368244,7695538878,10/11/2016 03:37:00 AM,,10/11/2016 03:37:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E2,CAPITOL HILL,16XX BLOCK OF BROADWAY,-122.320807897,47.61581931
2016-364595,7665343144,10/08/2016 02:13:00 AM,10/08/2016 03:40:00 AM,10/08/2016 03:40:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,O,O1,SODO,29XX BLOCK OF 1ST AVE S,-122.334202468,47.57665156
2016-364710,7656276256,10/08/2016 03:03:00 AM,,10/08/2016 03:03:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,Q,Q3,QUEEN ANNE,5XX BLOCK OF 2ND AVE W,-122.359326765,47.62393894
2016-362040,7658191448,10/06/2016 02:30:00 AM,,10/06/2016 03:34:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,W,W3,MORGAN,60XX BLOCK OF BEACH DR SW,-122.397833096,47.54809835
2016-362034,7677438844,10/06/2016 03:16:00 AM,,10/06/2016 03:16:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,G,G1,FIRST HILL,3XX BLOCK OF 9TH AVE,-122.32344394,47.60412808
2016-356926,7662131552,10/02/2016 03:46:00 AM,,10/02/2016 03:46:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,N,N2,BITTERLAKE,141XX BLOCK OF LINDEN AVE N,-122.347771818,47.73167696
2016-356901,7632783053,10/01/2016 11:45:00 PM,10/02/2016 02:20:00 AM,10/02/2016 03:24:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E3,FIRST HILL,10XX BLOCK OF PIKE ST,-122.329469064,47.61323361
2016-356925,7649729215,10/02/2016 03:10:00 AM,,10/02/2016 03:10:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E2,CAPITOL HILL,E PIKE ST / 10TH AVE,-122.319446788,47.61408516
2016-356925,7649729217,10/02/2016 03:10:00 AM,,10/02/2016 03:10:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E2,CAPITOL HILL,E PIKE ST / 10TH AVE,-122.319446788,47.61408516
2016-356924,7699807780,10/02/2016 03:09:00 AM,,10/02/2016 03:09:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,7XX BLOCK OF S DEARBORN ST,-122.323111157,47.59583224
2016-355465,7661150053,09/30/2016 11:04:00 PM,,10/01/2016 03:44:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U1,ROOSEVELT/RAVENNA,NE 65TH ST / WEEDIN PL NE,-122.31934287,47.67584615
2016-355755,7638506650,10/01/2016 01:00:00 AM,10/01/2016 03:32:00 AM,10/01/2016 03:32:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U2,UNIVERSITY,45XX BLOCK OF 8TH AVE NE,-122.319560828,47.66222203
2016-354301,7678479017,09/30/2016 03:00:00 AM,,09/30/2016 03:00:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E2,CAPITOL HILL,9XX BLOCK OF E PIKE ST,-122.32011358,47.61408041
2016-344998,7637694893,09/23/2016 03:41:00 AM,,09/23/2016 03:41:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,N,N3,NORTHGATE,90XX BLOCK OF AURORA AVE N,-122.344569275,47.69454796
2016-344802,7657379655,09/22/2016 10:20:00 PM,,09/23/2016 03:41:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,B,B1,BALLARD SOUTH,TALLMAN AVE NW / NW MARKET ST,-122.381574143,47.66867507
2016-344802,7657379657,09/22/2016 10:20:00 PM,,09/23/2016 03:41:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,B,B1,BALLARD SOUTH,TALLMAN AVE NW / NW MARKET ST,-122.381574143,47.66867507
2016-344987,7700605541,09/23/2016 03:03:00 AM,,09/23/2016 03:03:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E3,FIRST HILL,10XX BLOCK OF SPRING ST,-122.326346825,47.60981959
2016-343616,7689057790,09/22/2016 03:46:00 AM,,09/22/2016 03:46:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,K,K3,PIONEER SQUARE,1XX BLOCK OF PREFONTAINE PL S,-122.329506537,47.60137164
2016-343611,7682588040,09/22/2016 03:15:00 AM,,09/22/2016 03:15:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,G,G2,JUDKINS PARK/NORTH BEACON HILL,21XX BLOCK OF S JACKSON ST,-122.303809352,47.59927115
2016-340830,7669389934,09/20/2016 02:30:00 AM,09/20/2016 02:40:00 AM,09/20/2016 03:39:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,M,M1,DOWNTOWN COMMERCIAL,13XX BLOCK OF 2ND AVE,-122.337541071,47.60779562
2016-338507,7696077065,09/18/2016 03:59:00 AM,,09/18/2016 03:59:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S JACKSON ST / 5TH AVE S,-122.327666994,47.59919493
2016-338480,7662992855,09/17/2016 09:21:00 AM,,09/18/2016 03:43:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,E,E3,FIRST HILL,13XX BLOCK OF BOREN AVE,-122.327550894,47.61197566
2016-337235,7679801696,09/17/2016 03:08:00 AM,09/17/2016 03:17:00 AM,09/17/2016 03:18:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U2,UNIVERSITY,47XX BLOCK OF 16TH AVE NE,-122.310815871,47.66397982
2016-334429,7673425678,09/15/2016 03:25:00 AM,,09/15/2016 03:25:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,N,N2,BITTERLAKE,141XX BLOCK OF LINDEN AVE N,-122.347771818,47.73167696
2016-331739,7627537004,09/13/2016 03:34:00 AM,,09/13/2016 03:34:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,L,L1,NORTHGATE,117XX BLOCK OF 15TH AVE NE,-122.31253367,47.71513112
2016-330399,7625528495,09/12/2016 03:00:00 AM,,09/12/2016 03:25:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E1,CAPITOL HILL,6XX BLOCK OF HARVARD AVE E,-122.321982895,47.62469409
2016-329368,7634566536,09/11/2016 02:15:00 AM,,09/11/2016 03:18:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D2,SLU/CASCADE,4XX BLOCK OF CEDAR ST,-122.347419907,47.618274
2016-329364,7666854981,09/11/2016 03:10:00 AM,,09/11/2016 03:10:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,G,G2,FIRST HILL,14XX BLOCK OF E FIR ST,-122.313535372,47.60268012
2016-328064,7650159230,09/10/2016 03:39:00 AM,,09/10/2016 03:39:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D3,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
2016-325412,7673299814,09/08/2016 03:22:00 AM,09/08/2016 03:22:00 AM,09/08/2016 03:22:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,S,S2,BRIGHTON/DUNLAP,72XX BLOCK OF RAINIER AVE S,-122.270353493,47.53730026
2016-324030,7640941978,09/07/2016 02:53:00 AM,,09/07/2016 03:36:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,S,R,R1,MID BEACON HILL,48XX BLOCK OF COLUMBIA DR S,-122.305681722,47.55964122
2016-324048,7697961221,09/07/2016 03:30:00 AM,,09/07/2016 03:30:00 AM,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,E,E,E2,CAPITOL HILL,7XX BLOCK OF E PINE ST,-122.322772695,47.61522861
2016-324047,7692992337,09/07/2016 03:00:00 AM,,09/07/2016 03:25:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E1,CAPITOL HILL,3XX BLOCK OF HARVARD AVE E,-122.322033081,47.62152029
2016-324044,7683399892,09/07/2016 03:24:00 AM,,09/07/2016 03:24:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U1,UNIVERSITY,10XX BLOCK OF NE 55TH ST,-122.316825108,47.66857354
2016-322691,7691905532,09/06/2016 03:38:00 AM,,09/06/2016 03:38:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,O,O3,GEORGETOWN,61XX BLOCK OF 4TH AVE S,-122.329586172,47.54669394
2016-320425,7658291805,09/04/2016 03:46:00 AM,,09/04/2016 03:46:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,M,M1,BELLTOWN,19XX BLOCK OF 2ND AVE,-122.341102347,47.61134853
2016-320355,7649376509,09/04/2016 01:39:00 AM,,09/04/2016 03:38:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D3,SLU/CASCADE,MINOR AVE / VIRGINIA ST,-122.333157913,47.61837851
2016-320400,7694120362,09/04/2016 02:25:00 AM,09/04/2016 02:30:00 AM,09/04/2016 03:15:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,D,D1,BELLTOWN,23XX BLOCK OF 1ST AVE,-122.347163622,47.61375921
2016-320309,7678329446,09/04/2016 12:59:00 AM,,09/04/2016 03:13:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 3RD AVE,-122.331082199,47.60241242
2016-319105,7644892275,09/03/2016 03:54:00 AM,,09/03/2016 03:54:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,W,W1,NORTH ADMIRAL,26XX BLOCK OF CALIFORNIA AVE SW,-122.386583562,47.58025275
2016-318990,7665682473,09/03/2016 01:05:00 AM,,09/03/2016 03:28:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,O,O1,SODO,OCCIDENTAL AVE S / S HANFORD ST,-122.333271207,47.57557526
2016-318694,7647511643,09/03/2016 03:24:00 AM,,09/03/2016 03:24:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,Q,Q3,QUEEN ANNE,2ND AVE N / MERCER ST,-122.352792158,47.62457274
2016-317672,7666705351,09/02/2016 01:00:00 AM,09/02/2016 03:41:00 AM,09/02/2016 03:42:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,E,E1,CAPITOL HILL,17XX BLOCK OF BELMONT AVE,-122.324495896,47.61704694
2016-317662,7652095366,09/02/2016 03:02:00 AM,,09/02/2016 03:02:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,K,K1,DOWNTOWN COMMERCIAL,11XX BLOCK OF 4TH AVE,-122.333887749,47.60715815
2016-316476,7651587055,09/01/2016 03:56:00 AM,,09/01/2016 03:56:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R3,COLUMBIA CITY,32XX BLOCK OF S EDMUNDS ST,-122.290153856,47.55866699
2016-315122,7644083747,08/31/2016 03:54:00 AM,,08/31/2016 03:54:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,Q,Q1,MAGNOLIA,W DRAVUS ST / 20TH AVE W,-122.381981558,47.64845786
2016-315117,7684474923,08/31/2016 03:30:00 AM,08/31/2016 03:38:00 AM,08/31/2016 03:38:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,K,K1,DOWNTOWN COMMERCIAL,6XX BLOCK OF 4TH AVE,-122.330624756,47.60359055
2016-312410,7688477558,08/29/2016 02:33:00 AM,,08/29/2016 03:08:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E2,CAPITOL HILL,15XX BLOCK OF HARVARD AVE,-122.322120425,47.61464614
2016-312410,7688477560,08/29/2016 02:33:00 AM,,08/29/2016 03:08:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E2,CAPITOL HILL,15XX BLOCK OF HARVARD AVE,-122.322120425,47.61464614
2016-311231,7679843791,08/28/2016 02:17:00 AM,,08/28/2016 03:34:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E3,CAPITOL HILL,E PIKE ST / SUMMIT AVE,-122.325514171,47.61408851
2016-311254,7652065772,08/28/2016 02:51:00 AM,,08/28/2016 03:29:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U2,UNIVERSITY,42XX BLOCK OF 12TH AVE NE,-122.31550035,47.65908266
2016-311261,7651166038,08/28/2016 03:05:00 AM,,08/28/2016 03:05:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E2,CAPITOL HILL,9XX BLOCK OF E MADISON ST,-122.320313017,47.61135552
2016-309905,7680850097,08/27/2016 02:43:00 AM,08/27/2016 02:43:00 AM,08/27/2016 03:52:00 AM,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,S,O,O2,SODO,27XX BLOCK OF 4TH AVE S,-122.329057086,47.57876777
2016-309923,7665838658,08/27/2016 02:15:00 AM,08/27/2016 02:30:00 AM,08/27/2016 03:11:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U2,UNIVERSITY,43XX BLOCK OF UNIVERSITY WAY NE,-122.313149,47.66053224
2016-309920,7692991056,08/27/2016 03:00:00 AM,,08/27/2016 03:06:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U1,UNIVERSITY,50XX BLOCK OF 15TH AVE NE,-122.311926821,47.66566054
2016-309890,7670609048,08/27/2016 02:18:00 AM,,08/27/2016 03:04:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,Q,Q2,QUEEN ANNE,13TH AVE W / W NICKERSON ST,-122.373610831,47.65551366
2016-308478,7670212513,08/26/2016 03:50:00 AM,08/26/2016 03:54:00 AM,08/26/2016 03:54:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,C,C1,MONTLAKE/PORTAGE BAY,32XX BLOCK OF FUHRMAN AVE E,-122.320893193,47.6511548
2016-308477,7687254712,08/26/2016 03:50:00 AM,,08/26/2016 03:51:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U2,UNIVERSITY,42XX BLOCK OF UNIVERSITY WAY NE,-122.313187761,47.65905498
2016-306950,7687656446,08/25/2016 03:34:00 AM,,08/25/2016 03:59:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,-122.298411155,47.66332336
2016-306857,7692151357,08/25/2016 12:27:00 AM,,08/25/2016 03:32:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,B,B1,BALLARD SOUTH,51XX BLOCK OF BALLARD AVE NW,-122.381897923,47.66530518
2016-304256,7693414872,08/23/2016 03:22:00 AM,,08/23/2016 03:22:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 3RD AVE,-122.33733875,47.60925299
2016-302916,7660638110,08/22/2016 03:08:00 AM,,08/22/2016 03:08:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,W,W1,ALKI,27XX BLOCK OF ALKI AVE SW,-122.409989587,47.57931722
2016-301983,7627949226,08/21/2016 03:35:00 AM,,08/21/2016 03:50:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,79XX BLOCK OF DELRIDGE WAY SW,-122.360446432,47.53097632
2016-301935,7674501343,08/21/2016 02:10:00 AM,,08/21/2016 03:11:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,J,J1,GREENWOOD,85XX BLOCK OF GREENWOOD AVE N,-122.35531273,47.69190785
2016-301015,7660219568,08/20/2016 03:50:00 AM,,08/20/2016 03:59:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,Q,Q1,MAGNOLIA,34XX BLOCK OF 36TH AVE W,-122.403603936,47.65134447
2016-300998,7698627581,08/20/2016 03:03:00 AM,,08/20/2016 03:03:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U2,UNIVERSITY,43XX BLOCK OF 7TH AVE NE,-122.320834242,47.66003567
2016-301000,7646116270,08/20/2016 03:00:00 AM,,08/20/2016 03:00:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J3,ROOSEVELT/RAVENNA,73XX BLOCK OF E GREEN LAKE DR N,-122.32708257,47.68139945
2016-299856,7690013315,08/19/2016 03:47:00 AM,,08/19/2016 03:47:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,K,K1,DOWNTOWN COMMERCIAL,6XX BLOCK OF 1ST AVE,-122.334176844,47.60214897
2016-299842,7651428375,08/19/2016 03:17:00 AM,08/19/2016 03:17:00 AM,08/19/2016 03:17:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,C,C3,CENTRAL AREA/SQUIRE PARK,18XX BLOCK OF E MADISON ST,-122.308125819,47.61643399
2016-298534,7698234102,08/18/2016 03:48:00 AM,,08/18/2016 03:48:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,U,U1,ROOSEVELT/RAVENNA,NE 65TH ST / 8TH AVE NE,-122.320053091,47.6758521
2016-293318,7638219065,08/14/2016 02:14:00 AM,,08/14/2016 03:11:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E2,CAPITOL HILL,11TH AVE / E PINE ST,-122.31815944,47.61525439
2016-292039,7669931343,08/13/2016 03:44:00 AM,,08/13/2016 03:44:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,S,S1,SOUTH BEACON HILL,80XX BLOCK OF BEACON AVE S,-122.288120751,47.53034287
2016-292034,7647125301,08/13/2016 03:43:00 AM,,08/13/2016 03:43:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,L,L1,NORTHGATE,120XX BLOCK OF 15TH AVE NE,-122.312586686,47.71669627
2016-292030,7664004545,08/12/2016 10:30:00 PM,08/12/2016 11:00:00 PM,08/13/2016 03:34:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,M,M2,DOWNTOWN COMMERCIAL,15XX BLOCK OF 7TH AVE,-122.333808099,47.61210339
2016-292005,7625960461,08/13/2016 02:40:00 AM,08/13/2016 02:40:00 AM,08/13/2016 03:12:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E3,CAPITOL HILL,15XX BLOCK OF MINOR AVE,-122.328258076,47.61442568
2016-290493,7636901982,08/12/2016 03:22:00 AM,,08/12/2016 03:22:00 AM,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S KING ST / 6TH AVE S,-122.32636388,47.59835382
2016-287656,7683711961,08/10/2016 03:46:00 AM,,08/10/2016 03:46:00 AM,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,J,J3,PHINNEY RIDGE,73XX BLOCK OF AURORA AVE N,-122.34448581,47.68246233
2016-286394,7655604159,08/09/2016 03:00:00 AM,08/09/2016 03:05:00 AM,08/09/2016 03:45:00 AM,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,U,U3,SANDPOINT,65XX BLOCK OF 37TH AVE NE,-122.287790776,47.67678665
2016-286376,7682179945,08/09/2016 02:24:00 AM,,08/09/2016 03:42:00 AM,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,S,R,R3,LAKEWOOD/SEWARD PARK,51XX BLOCK OF S LUCILE ST,-122.268952049,47.552618
