Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2020-044225,12605174036,02/05/2020 01:17:00 AM,02/05/2020 02:21:00 AM,02/05/2020 03:30:55 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q1,MAGNOLIA,22XX BLOCK OF W RAYE ST,-122.384864805,47.64292734
2020-042846,12603653571,02/04/2020 12:00:00 AM,,02/04/2020 03:10:55 AM,A,PROPERTY,ROBBERY,Robbery,120,E,E,E2,CAPITOL HILL,12XX BLOCK OF E HOWELL ST,-122.316238574,47.61760538
2020-040463,12601235501,02/02/2020 02:35:00 AM,02/02/2020 02:40:00 AM,02/02/2020 03:47:23 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,1XX BLOCK OF NE 125TH ST,-122.328232531,47.71951899
2020-039237,12598300385,02/01/2020 01:30:00 AM,02/01/2020 02:50:00 AM,02/01/2020 03:34:57 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E1,CAPITOL HILL,E PINE ST / BELLEVUE AVE,-122.326804185,47.61521815
2020-038611,12598251273,01/30/2020 11:00:00 PM,01/31/2020 10:00:00 AM,02/01/2020 03:30:29 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,28XX BLOCK OF 4TH AVE W,-122.362201428,47.64537245
2020-039216,12598232589,01/31/2020 10:45:00 PM,02/01/2020 01:40:00 AM,02/01/2020 03:18:12 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,FREMONT,NW 39TH ST / 1ST AVE NW,-122.357658115,47.65415054
2020-037629,12595525225,01/31/2020 01:35:48 AM,,01/31/2020 03:34:52 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,E,E,E3,CAPITOL HILL,11XX BLOCK OF HARVARD AVE,-122.321718726,47.61232219
2020-037629,12596044818,01/31/2020 01:35:48 AM,,01/31/2020 03:34:52 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug Equipment Violations,35B,E,E,E3,CAPITOL HILL,11XX BLOCK OF HARVARD AVE,-122.321718726,47.61232219
2020-033437,12338839870,01/28/2020 01:20:00 AM,,01/28/2020 03:22:59 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,PIONEER SQUARE,8XX BLOCK OF OCCIDENTAL AVE S,-122.333268209,47.59678343
2020-033413,12338834469,01/27/2020 09:29:00 PM,01/27/2020 09:35:00 PM,01/28/2020 03:14:53 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,Q,Q2,QUEEN ANNE,12XX BLOCK OF TAYLOR AVE N,-122.346245066,47.63057253
2020-031116,12248129257,01/26/2020 01:50:00 AM,01/26/2020 03:00:00 AM,01/26/2020 03:13:43 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W3,MORGAN,67XX BLOCK OF 35TH AVE SW,-122.376509787,47.54195105
2020-028072,12221291393,01/23/2020 10:25:11 PM,,01/24/2020 03:49:32 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G3,MADRONA/LESCHI,S KING ST / 26TH AVE S,-122.298704287,47.59807781
2020-025389,12190787110,01/21/2020 08:00:00 PM,01/21/2020 10:00:00 PM,01/22/2020 03:40:11 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U2,UNIVERSITY,15TH AVE NE / NE 41ST ST,-122.312110057,47.65681959
2020-025492,12190773961,01/22/2020 02:30:00 AM,01/22/2020 02:30:00 AM,01/22/2020 03:08:42 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,WESTERN AVE / ELLIOTT AVE,-122.344771983,47.61117277
2020-022880,12173821668,01/19/2020 09:16:00 PM,01/20/2020 01:26:00 AM,01/20/2020 03:11:12 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E2,CAPITOL HILL,16XX BLOCK OF 12TH AVE,-122.316863517,47.61584806
2020-022880,12173823181,01/19/2020 09:16:00 PM,01/20/2020 01:26:00 AM,01/20/2020 03:11:12 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E2,CAPITOL HILL,16XX BLOCK OF 12TH AVE,-122.316863517,47.61584806
2020-022855,12175477367,01/19/2020 08:48:00 PM,,01/20/2020 03:05:21 AM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,E,E,E1,CAPITOL HILL,1XX BLOCK OF BROADWAY E,-122.320863694,47.61932364
2020-022855,12173815100,01/19/2020 08:48:00 PM,,01/20/2020 03:05:21 AM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,E,E,E1,CAPITOL HILL,1XX BLOCK OF BROADWAY E,-122.320863694,47.61932364
2020-900841,12172941349,01/15/2020 03:30:00 AM,01/15/2020 04:30:00 AM,01/19/2020 03:54:43 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U2,UNIVERSITY,47XX BLOCK OF 15TH AVE NE,-122.311951562,47.66398823
2020-900839,12172941008,01/17/2020 09:00:00 PM,01/18/2020 06:35:00 AM,01/19/2020 03:53:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,CAPITOL HILL,15XX BLOCK OF BELMONT AVE,-122.324465317,47.61465973
2020-900838,12172940615,01/18/2020 02:35:00 AM,01/18/2020 08:35:00 AM,01/19/2020 03:53:03 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,60XX BLOCK OF 9TH AVE NW,-122.368734357,47.67271113
2020-900837,12172939951,01/16/2020 08:00:00 PM,01/18/2020 07:00:00 AM,01/19/2020 03:52:13 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E2,CAPITOL HILL,11XX BLOCK OF E PINE ST,-122.317506809,47.61525916
2020-022027,12172936479,01/19/2020 02:04:00 AM,01/19/2020 03:12:00 AM,01/19/2020 03:26:18 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,W,K,K2,PIONEER SQUARE,1XX BLOCK OF S WASHINGTON ST,-122.332224216,47.60088043
2020-021929,12172926519,01/18/2020 11:00:00 PM,,01/19/2020 03:11:05 AM,A,PROPERTY,ROBBERY,Robbery,120,N,J,J2,BALLARD NORTH,15TH AVE NW / NW 85TH ST,-122.376806118,47.69060911
2020-021874,12172915478,01/18/2020 11:30:58 PM,01/19/2020 01:30:00 AM,01/19/2020 03:02:12 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,M,M1,DOWNTOWN COMMERCIAL,12XX BLOCK OF 1ST AVE,-122.337870639,47.60647838
2020-022033,12172918453,01/19/2020 02:06:00 AM,01/19/2020 02:06:00 AM,01/19/2020 03:00:18 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,N,N3,NORTHGATE,100XX BLOCK OF STONE AVE N,-122.341968785,47.70232932
2020-020820,12171958606,01/18/2020 01:30:23 AM,,01/18/2020 03:06:35 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,K,K2,PIONEER SQUARE,14XX BLOCK OF 1ST AVE,-122.339559369,47.60832457
2020-016890,12167781909,01/14/2020 11:15:00 PM,,01/15/2020 03:01:32 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,S CHARLES ST / RAINIER AVE S,-122.310367389,47.59435625
2020-013535,12161809795,01/11/2020 10:55:27 PM,,01/12/2020 03:17:36 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,N,J,J1,GREENWOOD,1XX BLOCK OF NW 85TH ST,-122.359314737,47.69061787
2020-012695,12160733869,01/11/2020 02:34:00 AM,,01/11/2020 03:26:03 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,20XX BLOCK OF 2ND AVE,-122.342402599,47.6121175
2020-011238,12158343766,01/09/2020 10:18:25 PM,,01/10/2020 03:55:42 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,S,S3,RAINIER BEACH,95XX BLOCK OF RENTON AVE S,-122.269821173,47.51699687
2020-009988,12158230548,01/08/2020 07:00:00 PM,01/09/2020 01:00:00 AM,01/09/2020 03:01:12 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,8TH AVE S / S KING ST,-122.32244834,47.59834757
2020-007104,12146534053,01/07/2020 02:33:00 AM,,01/07/2020 03:11:16 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,92XX BLOCK OF ROOSEVELT WAY NE,-122.317587801,47.69628895
2020-005938,12141581651,01/06/2020 03:38:00 AM,01/06/2020 03:40:00 AM,01/06/2020 03:58:58 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M2,DOWNTOWN COMMERCIAL,16XX BLOCK OF 6TH AVE,-122.335827477,47.61263329
2020-003997,12139636572,01/04/2020 02:26:00 AM,01/04/2020 03:30:00 AM,01/04/2020 03:56:50 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF ELLIOTT AVE W,-122.367024915,47.62559367
2020-003961,12139621989,01/04/2020 02:26:00 AM,01/04/2020 02:49:00 AM,01/04/2020 03:19:13 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF ELLIOTT AVE W,-122.367024915,47.62559367
2020-002409,12138061154,01/02/2020 11:48:22 PM,,01/03/2020 03:39:40 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E2,CAPITOL HILL,15XX BLOCK OF BROADWAY,-122.320789514,47.61465549
2020-000151,12135486546,01/01/2020 12:00:00 AM,01/01/2020 01:20:00 AM,01/01/2020 03:19:33 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,M,M2,DOWNTOWN COMMERCIAL,7XX BLOCK OF PINE ST,-122.333707526,47.6128322
2020-000137,12135485755,01/01/2020 01:26:00 AM,,01/01/2020 03:10:13 AM,A,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction,100,E,E,E3,FIRST HILL,,0,0
2019-482898,12135479863,12/31/2019 07:32:00 PM,,01/01/2020 03:04:34 AM,A,PROPERTY,ROBBERY,Robbery,120,W,D,D1,SLU/CASCADE,25XX BLOCK OF 4TH AVE,-122.346637799,47.61696696
2019-479962,12119877801,12/29/2019 02:56:00 AM,12/29/2019 03:30:00 AM,12/29/2019 03:21:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E1,CAPITOL HILL,E DENNY WAY / HARVARD AVE,-122.322186803,47.61873337
2019-477472,12117510120,12/27/2019 02:59:00 AM,,12/27/2019 03:09:56 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J3,ROOSEVELT/RAVENNA,4XX BLOCK OF NE 73RD ST,-122.324016228,47.68140083
2019-475594,12115358200,12/25/2019 02:00:00 AM,,12/25/2019 03:09:50 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S1,NEW HOLLY,67XX BLOCK OF 30TH AVE S,-122.29341042,47.54158608
2019-473235,12112525345,12/23/2019 01:27:00 AM,12/23/2019 01:33:00 AM,12/23/2019 03:51:41 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q1,QUEEN ANNE,11XX BLOCK OF EXPEDIA GROUP WAY W,-122.37480351,47.62913594
2019-473260,12112518610,12/23/2019 02:34:00 AM,12/23/2019 03:00:00 AM,12/23/2019 03:38:18 AM,A,PROPERTY,ROBBERY,Robbery,120,E,E,E1,CAPITOL HILL,6XX BLOCK OF E THOMAS ST,-122.323534432,47.62092589
2019-473248,12112507375,12/23/2019 01:58:00 AM,12/23/2019 03:00:00 AM,12/23/2019 03:10:29 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W1,NORTH ADMIRAL,17XX BLOCK OF CALIFORNIA AVE SW,-122.38629843,47.587407
2019-472213,12111657181,12/22/2019 01:57:00 AM,,12/22/2019 03:37:06 AM,A,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction,100,S,R,R3,COLUMBIA CITY,,0,0
2019-468617,12109413561,12/19/2019 10:34:00 AM,,12/20/2019 03:52:34 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.336165507,47.61605329
2019-468181,12108080891,12/18/2019 10:00:00 PM,,12/19/2019 03:34:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D2,SLU/CASCADE,6XX BLOCK OF LENORA ST,-122.339183784,47.6154928
2019-468025,12108080088,12/18/2019 05:15:00 PM,12/18/2019 08:20:00 PM,12/19/2019 03:34:22 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R3,LAKEWOOD/SEWARD PARK,51XX BLOCK OF S ORCAS ST,-122.268591002,47.55113345
2019-467165,12108077403,12/03/2019 12:00:00 PM,,12/19/2019 03:28:51 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,E,E,E3,FIRST HILL,9XX BLOCK OF SENECA ST,-122.328110429,47.6100686
2019-468220,12108076513,12/19/2019 02:37:00 AM,,12/19/2019 03:25:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,FAUNTLEROY SW,84XX BLOCK OF 36TH AVE SW,-122.378379584,47.52716416
2019-466738,12106479976,12/18/2019 02:43:00 AM,,12/18/2019 03:57:13 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K1,DOWNTOWN COMMERCIAL,9XX BLOCK OF 2ND AVE,-122.334803247,47.6048029
2019-465343,12105132390,12/16/2019 09:00:00 AM,12/16/2019 10:30:00 AM,12/17/2019 03:27:29 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G1,FIRST HILL,9XX BLOCK OF E SPRUCE ST,-122.320347274,47.6035207
2019-463109,12089663208,12/15/2019 01:05:00 AM,12/15/2019 01:05:00 AM,12/15/2019 03:36:45 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D1,SLU/CASCADE,25XX BLOCK OF 4TH AVE,-122.346637799,47.61696696
2019-463024,12089579604,12/12/2019 04:29:00 PM,,12/15/2019 03:33:36 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,G,G3,MADRONA/LESCHI,24XX BLOCK OF S JACKSON ST,-122.300510579,47.59927753
2019-461724,12084832601,12/13/2019 11:30:49 PM,,12/14/2019 03:51:04 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G2,CENTRAL AREA/SQUIRE PARK,M L KING JR WAY / E FIR ST,-122.296764043,47.6026559
2019-461927,12084833789,12/14/2019 02:11:00 AM,,12/14/2019 03:50:53 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,E,E,E2,CAPITOL HILL,10XX BLOCK OF E PIKE ST,-122.31879387,47.6140898
2019-461899,12084819329,12/14/2019 01:38:36 AM,,12/14/2019 03:22:59 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,J,J1,GREENWOOD,GREENWOOD AVE N / N 85TH ST,-122.355301946,47.69059512
2019-459955,12079770383,12/12/2019 06:30:00 PM,12/12/2019 06:32:00 PM,12/13/2019 03:39:58 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 5TH AVE,-122.336029055,47.61117492
2019-457680,12069587769,12/10/2019 10:00:00 PM,12/11/2019 05:13:00 AM,12/12/2019 03:45:55 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S2,RAINIER BEACH,86XX BLOCK OF 44TH AVE S,-122.278058557,47.52518871
2019-457446,12059722818,12/11/2019 12:30:00 AM,12/11/2019 12:56:00 AM,12/11/2019 03:52:46 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N2,BITTERLAKE,120XX BLOCK OF AURORA AVE N,-122.344896093,47.71717447
2019-457485,12059721216,12/11/2019 02:09:16 AM,,12/11/2019 03:52:36 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G2,CENTRAL AREA/SQUIRE PARK,E YESLER WAY / 21ST AVE,-122.305044044,47.60167156
2019-457492,12084707676,12/11/2019 02:00:00 AM,,12/11/2019 03:24:36 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,3XX BLOCK OF 4TH AVE S,-122.328966299,47.59961646
2019-457394,12059706034,12/10/2019 10:44:03 PM,,12/11/2019 03:21:34 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D2,SLU/CASCADE,21XX BLOCK OF 7TH AVE,-122.339404062,47.61621007
2019-457286,12059707241,12/10/2019 08:40:00 PM,12/10/2019 08:55:00 PM,12/11/2019 03:16:29 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,G,G3,MADRONA/LESCHI,24XX BLOCK OF S JACKSON ST,-122.300510579,47.59927753
2019-456064,12049439620,12/10/2019 11:30:00 AM,,12/10/2019 03:00:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,9XX BLOCK OF S JACKSON ST,-122.320331973,47.59918733
2019-453457,12034147376,12/06/2019 05:00:00 PM,12/07/2019 12:00:00 PM,12/08/2019 03:07:58 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R1,NORTH BEACON HILL,23XX BLOCK OF 23RD AVE S,-122.302960888,47.58196132
2019-452579,12033169435,12/07/2019 02:58:00 AM,,12/07/2019 03:28:25 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,N,N3,GREENWOOD,9XX BLOCK OF N 85TH ST,-122.345864517,47.69056669
2019-452037,12033178288,12/06/2019 06:29:00 PM,,12/07/2019 03:26:25 AM,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,E,C,C2,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF E MADISON ST,-122.309496854,47.61586255
2019-451956,12033153303,12/05/2019 09:30:00 PM,12/06/2019 04:00:00 AM,12/07/2019 03:04:46 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J1,GREENWOOD,5XX BLOCK OF N 103RD ST,-122.351743233,47.70362841
2019-449524,12010586619,12/02/2019 05:00:00 PM,,12/05/2019 03:58:04 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,UNIVERSITY,52XX BLOCK OF 11TH AVE NE,-122.316300678,47.6675054
2019-448179,11954144456,12/03/2019 12:00:00 AM,12/04/2019 12:00:00 AM,12/04/2019 03:39:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K3,PIONEER SQUARE,2XX BLOCK OF 3RD AVE S,-122.330302703,47.60046402
2019-446671,11913523398,12/02/2019 12:00:00 AM,12/02/2019 09:50:00 PM,12/03/2019 03:31:05 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,MOUNT BAKER,RAINIER AVE S / S FOREST ST,-122.297522147,47.57752585
2019-444518,11910448207,11/29/2019 07:00:00 PM,11/30/2019 05:00:00 PM,12/01/2019 03:48:15 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF W DRAVUS ST,-122.359284423,47.64866128
2019-444579,11910441109,12/01/2019 12:05:00 AM,12/01/2019 12:07:00 AM,12/01/2019 03:38:39 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E2,CAPITOL HILL,14XX BLOCK OF 12TH AVE,-122.316784624,47.6134965
2019-444683,11910451287,12/01/2019 01:50:00 AM,,12/01/2019 03:33:50 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G1,FIRST HILL,14TH AVE / E ALDER ST,-122.314178547,47.60434954
2019-444564,11910452583,11/30/2019 11:50:00 PM,,12/01/2019 03:31:44 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,L,L2,ROOSEVELT/RAVENNA,ROOSEVELT WAY NE / NE 85TH ST,-122.317616291,47.69036908
2019-442530,11907903943,11/29/2019 03:00:00 AM,,11/29/2019 03:39:14 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E3,FIRST HILL,7XX BLOCK OF BROADWAY,-122.320755793,47.60865749
2019-441732,11906966706,11/28/2019 12:51:00 AM,11/28/2019 01:05:00 AM,11/28/2019 03:02:26 AM,A,PROPERTY,ROBBERY,Robbery,120,S,R,R1,NORTH BEACON HILL,25XX BLOCK OF 14TH AVE S,-122.314718681,47.58024753
2019-438213,11896571175,11/15/2019 10:00:00 AM,11/21/2019 10:00:00 AM,11/26/2019 03:33:22 AM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,E,E,E2,CAPITOL HILL,17XX BLOCK OF BROADWAY,-122.320826482,47.6169873
2019-439082,11896556525,11/25/2019 08:30:00 PM,11/26/2019 01:20:00 AM,11/26/2019 03:10:36 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W2,ALASKA JUNCTION,41XX BLOCK OF 36TH AVE SW,-122.377447628,47.56558373
2019-437870,11892073813,11/25/2019 02:23:00 AM,11/25/2019 02:24:00 AM,11/25/2019 03:21:22 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,MORGAN,47TH AVE SW / SW OTHELLO ST,-122.393060135,47.5380341
2019-436814,11891029411,11/23/2019 10:00:00 PM,11/23/2019 10:20:00 PM,11/24/2019 03:38:38 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,N,N3,NORTHGATE,21XX BLOCK OF N NORTHGATE WAY,-122.332653342,47.7086545
2019-436893,11891013409,11/24/2019 01:20:00 AM,11/24/2019 01:20:00 AM,11/24/2019 03:06:49 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,MOUNT BAKER,22XX BLOCK OF RAINIER AVE S,-122.302004121,47.58340084
2019-435731,11889861406,11/23/2019 12:00:00 AM,11/23/2019 12:00:00 AM,11/23/2019 03:25:05 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S JACKSON ST / 5TH AVE S,-122.327666994,47.59919493
2019-435550,11889866795,11/22/2019 09:17:00 PM,11/22/2019 10:17:00 PM,11/23/2019 03:21:18 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.334607817,47.60291195
2019-434340,11875936599,11/21/2019 06:00:00 PM,11/22/2019 02:30:00 AM,11/22/2019 03:30:10 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W3,MORGAN,35TH AVE SW / SW WILLOW ST,-122.376531378,47.54104025
2019-434190,11875932288,11/21/2019 10:10:00 PM,,11/22/2019 03:13:10 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,S,S1,NEW HOLLY,39TH AVE S / S HOLLY PARK DR,-122.283369488,47.53618331
2019-431454,11863007560,11/20/2019 03:31:55 AM,11/20/2019 04:00:00 AM,11/20/2019 03:32:04 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 2ND AVE,-122.332251468,47.60201216
2019-431418,11863000027,11/20/2019 01:25:00 AM,11/20/2019 03:00:00 AM,11/20/2019 03:15:39 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,O,O2,SODO,36XX BLOCK OF 6TH AVE S,-122.325984737,47.57066085
2019-428878,11861386471,11/18/2019 07:50:00 AM,,11/19/2019 03:43:24 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,43XX BLOCK OF ROOSEVELT WAY NE,-122.317722691,47.66057874
2019-427651,11858817304,11/16/2019 11:33:30 PM,11/17/2019 12:05:00 AM,11/17/2019 03:17:39 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G2,CENTRAL AREA/SQUIRE PARK,E ALDER ST / 23RD AVE,-122.302427174,47.60432696
2019-426530,11844446514,11/16/2019 01:17:00 AM,11/16/2019 03:37:00 AM,11/16/2019 03:59:15 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,N,N2,NORTHGATE,122XX BLOCK OF AURORA AVE N,-122.344896093,47.71717447
2019-426312,11844432878,11/11/2019 12:00:00 AM,,11/16/2019 03:29:36 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,W,M,M2,DOWNTOWN COMMERCIAL,16XX BLOCK OF 6TH AVE,-122.335827477,47.61263329
2019-425047,11813168713,11/15/2019 12:07:00 AM,11/15/2019 12:30:00 AM,11/15/2019 03:14:24 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D3,SLU/CASCADE,STEWART ST / YALE AVE,-122.330999404,47.61827376
